gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Cd9	1.06E-38	0.570035109	0.689	0.549	3.29E-34	Chol
Tnks2	1.14E-38	0.309485959	0.326	0.138	3.54E-34	Chol
Nxf1	1.19E-38	0.430171409	0.581	0.399	3.70E-34	Chol
Pnrc2	1.67E-38	0.365927697	0.342	0.163	5.18E-34	Chol
Glg1	2.33E-38	0.298632744	0.279	0.11	7.23E-34	Chol
Cttn	2.43E-38	0.459789169	0.397	0.206	7.55E-34	Chol
Myh9	2.65E-38	0.414599213	0.419	0.217	8.22E-34	Chol
Lsm14a	2.71E-38	0.265500743	0.257	0.099	8.41E-34	Chol
Arf5	3.99E-38	0.47872476	0.66	0.512	1.24E-33	Chol
Casp6	4.31E-38	0.383632189	0.333	0.159	1.34E-33	Chol
Crtap	5.48E-38	0.29992355	0.293	0.126	1.70E-33	Chol
Hectd1	5.71E-38	0.364371343	0.446	0.244	1.77E-33	Chol
Lima1	6.35E-38	0.304247113	0.344	0.157	1.97E-33	Chol
Rrp1	8.52E-38	0.490011008	0.527	0.351	2.64E-33	Chol
Hebp2	1.26E-37	0.320579422	0.27	0.111	3.91E-33	Chol
Ccdc90b	1.69E-37	0.310452249	0.297	0.13	5.24E-33	Chol
Mycbp2	1.74E-37	0.298866309	0.379	0.173	5.40E-33	Chol
Pcbp2	1.92E-37	0.413372861	0.567	0.387	5.95E-33	Chol
Wfdc15b	4.61E-37	0.30788452	0.362	0.167	1.43E-32	Chol
Mapre1	4.78E-37	0.362579601	0.451	0.254	1.48E-32	Chol
Mapk3	4.79E-37	0.271667383	0.374	0.179	1.49E-32	Chol
Ptgr1	8.30E-37	0.339740045	0.268	0.111	2.58E-32	Chol
Phf3	9.30E-37	0.36230353	0.426	0.228	2.89E-32	Chol
Ptms	1.01E-36	0.408808572	0.698	0.518	3.15E-32	Chol
Cyth2	1.35E-36	0.285336958	0.279	0.118	4.18E-32	Chol
Anapc5	1.51E-36	0.400836016	0.371	0.188	4.69E-32	Chol
H3f3a	1.58E-36	0.585057558	0.646	0.526	4.90E-32	Chol
Cct2	2.48E-36	0.415412246	0.532	0.343	7.69E-32	Chol
Chd3	2.79E-36	0.326874662	0.284	0.115	8.67E-32	Chol
Srsf2	3.27E-36	0.392929676	0.55	0.359	1.02E-31	Chol
Tmpo	4.63E-36	0.369339766	0.351	0.171	1.44E-31	Chol
Rce1	5.28E-36	0.332879789	0.295	0.134	1.64E-31	Chol
Rpl18a	7.66E-36	0.343291255	0.896	0.826	2.38E-31	Chol
Mat2b	8.47E-36	0.374148853	0.408	0.222	2.63E-31	Chol
Prdx2	8.69E-36	0.555691861	0.658	0.551	2.70E-31	Chol
Rsf1	8.85E-36	0.292376298	0.306	0.133	2.75E-31	Chol
Jund	1.65E-35	0.399392845	0.723	0.498	5.13E-31	Chol
Arid5b	1.79E-35	0.401613472	0.367	0.186	5.55E-31	Chol
Pafah1b3	2.10E-35	0.351337036	0.331	0.165	6.52E-31	Chol
Mier1	2.59E-35	0.304169387	0.419	0.217	8.06E-31	Chol
Rbpms	2.86E-35	0.417869613	0.567	0.393	8.89E-31	Chol
Ash1l	3.03E-35	0.34833982	0.313	0.138	9.40E-31	Chol
Nap1l1	3.54E-35	0.449182515	0.563	0.386	1.10E-30	Chol
Ythdc1	4.63E-35	0.342646066	0.41	0.205	1.44E-30	Chol
Itgb1	4.65E-35	0.315116023	0.637	0.423	1.44E-30	Chol
Ptp4a1	5.58E-35	0.473007724	0.577	0.393	1.73E-30	Chol
Cbx1	7.58E-35	0.354927523	0.419	0.232	2.35E-30	Chol
G3bp2	1.61E-34	0.326818344	0.502	0.312	4.99E-30	Chol
Anp32b	1.95E-34	0.406157568	0.579	0.408	6.05E-30	Chol
Bod1l	2.15E-34	0.30186847	0.281	0.118	6.66E-30	Chol
Hdac3	2.52E-34	0.344145457	0.308	0.144	7.83E-30	Chol
Cd14	3.12E-34	0.421500987	0.383	0.203	9.68E-30	Chol
Polr2d	3.38E-34	0.2755104	0.286	0.131	1.05E-29	Chol
Prox1	3.43E-34	0.64998588	0.304	0.142	1.07E-29	Chol
Fam208a	3.44E-34	0.383450665	0.3	0.134	1.07E-29	Chol
Snrpd1	4.13E-34	0.391265744	0.549	0.371	1.28E-29	Chol
Atxn10	6.97E-34	0.524233996	0.495	0.34	2.17E-29	Chol
Ssrp1	7.75E-34	0.337218329	0.356	0.181	2.41E-29	Chol
Krt18	9.75E-34	0.716909687	0.772	0.683	3.03E-29	Chol
Ppp1r12a	1.11E-33	0.364169815	0.297	0.132	3.45E-29	Chol
Fkbp4	1.63E-33	0.444479071	0.516	0.351	5.05E-29	Chol
Sltm	2.11E-33	0.362108221	0.396	0.212	6.54E-29	Chol
Sptan1	2.15E-33	0.339566468	0.367	0.187	6.66E-29	Chol
Srsf5	2.16E-33	0.383710007	0.615	0.41	6.70E-29	Chol
Smarcc1	2.29E-33	0.329823257	0.261	0.109	7.11E-29	Chol
Polr2m	2.32E-33	0.357774316	0.385	0.206	7.21E-29	Chol
Hnrnpdl	3.50E-33	0.350419505	0.509	0.329	1.09E-28	Chol
Zcchc7	4.25E-33	0.333643391	0.304	0.135	1.32E-28	Chol
1810037I17Rik	4.53E-33	0.436073653	0.709	0.524	1.41E-28	Chol
Arl6ip5	4.62E-33	0.477287909	0.538	0.382	1.43E-28	Chol
Rsbn1l	5.85E-33	0.25905361	0.297	0.132	1.82E-28	Chol
Rnps1	8.05E-33	0.296812379	0.392	0.215	2.50E-28	Chol
Manbal	8.64E-33	0.282824952	0.304	0.146	2.68E-28	Chol
Ptpa	8.75E-33	0.26478559	0.254	0.104	2.72E-28	Chol
Ube2i	1.10E-32	0.472744794	0.502	0.341	3.43E-28	Chol
Fkbp1a	1.12E-32	0.368892029	0.653	0.506	3.47E-28	Chol
Pxk	1.29E-32	0.265653597	0.279	0.122	4.01E-28	Chol
Ptges3	1.36E-32	0.436737296	0.559	0.396	4.21E-28	Chol
Ube2d2a	1.43E-32	0.394533924	0.559	0.4	4.43E-28	Chol
Crb3	1.90E-32	0.396416311	0.367	0.204	5.91E-28	Chol
Sarnp	1.91E-32	0.416374059	0.599	0.444	5.92E-28	Chol
Zfp292	1.92E-32	0.29971427	0.272	0.116	5.97E-28	Chol
Amd1	2.35E-32	0.388299334	0.257	0.109	7.31E-28	Chol
Rassf7	2.71E-32	0.289553978	0.255	0.111	8.43E-28	Chol
Mpzl1	2.92E-32	0.266077889	0.255	0.107	9.05E-28	Chol
Ccni	4.19E-32	0.296107126	0.306	0.142	1.30E-27	Chol
Eif4g2	4.94E-32	0.4282611	0.676	0.484	1.53E-27	Chol
Dnaja1	4.99E-32	0.365222764	0.71	0.547	1.55E-27	Chol
Rab3ip	5.34E-32	0.364617351	0.318	0.162	1.66E-27	Chol
Snrpb	5.76E-32	0.398214572	0.538	0.383	1.79E-27	Chol
Ntan1	6.71E-32	0.306452821	0.344	0.179	2.08E-27	Chol
Dusp11	7.62E-32	0.436229318	0.486	0.307	2.37E-27	Chol
Actn1	9.72E-32	0.362003784	0.295	0.135	3.02E-27	Chol
Metap2	1.07E-31	0.3515507	0.674	0.497	3.32E-27	Chol
Calm1	1.41E-31	0.294177025	0.818	0.698	4.38E-27	Chol
Rbbp4	1.60E-31	0.39210984	0.41	0.24	4.97E-27	Chol
Klhl24	2.53E-31	0.302766037	0.257	0.107	7.84E-27	Chol
Tmem234	2.61E-31	0.441465829	0.549	0.4	8.11E-27	Chol
Rps3	2.85E-31	0.364185546	0.799	0.729	8.85E-27	Chol
Golgb1	3.00E-31	0.415096736	0.498	0.322	9.32E-27	Chol
Mbnl2	3.51E-31	0.263049491	0.394	0.206	1.09E-26	Chol
Tax1bp3	3.92E-31	0.344354083	0.295	0.144	1.22E-26	Chol
Eif5b	4.45E-31	0.364087387	0.57	0.373	1.38E-26	Chol
Tpd52	4.65E-31	0.367500937	0.41	0.242	1.44E-26	Chol
M6pr	6.07E-31	0.407182537	0.5	0.336	1.89E-26	Chol
Brd8	6.29E-31	0.30495575	0.293	0.135	1.95E-26	Chol
Ranbp1	6.37E-31	0.435074701	0.577	0.422	1.98E-26	Chol
Pla2g12a	6.51E-31	0.311386691	0.297	0.143	2.02E-26	Chol
Selenoh	6.60E-31	0.306289468	0.372	0.189	2.05E-26	Chol
Arl3	7.90E-31	0.349892771	0.338	0.18	2.45E-26	Chol
Anapc11	9.33E-31	0.403884112	0.502	0.338	2.90E-26	Chol
Gnas	9.73E-31	0.320895753	0.752	0.624	3.02E-26	Chol
Eif4a2	1.21E-30	0.361759466	0.432	0.241	3.74E-26	Chol
Ddx6	1.23E-30	0.322302904	0.396	0.214	3.83E-26	Chol
Rock2	1.44E-30	0.363871458	0.3	0.135	4.48E-26	Chol
Trim28	1.71E-30	0.328609337	0.313	0.15	5.32E-26	Chol
Nsd1	2.84E-30	0.27819106	0.349	0.175	8.82E-26	Chol
Grcc10	3.02E-30	0.410319115	0.665	0.526	9.38E-26	Chol
Sf3a2	4.34E-30	0.26313875	0.252	0.112	1.35E-25	Chol
Zbtb7a	5.62E-30	0.313094022	0.297	0.139	1.74E-25	Chol
Bzw1	7.60E-30	0.412164631	0.631	0.49	2.36E-25	Chol
Coro1b	8.34E-30	0.268718486	0.336	0.176	2.59E-25	Chol
0610040J01Rik	1.04E-29	0.357840757	0.338	0.188	3.23E-25	Chol
Rab10	1.24E-29	0.332653956	0.444	0.274	3.85E-25	Chol
Pigt	1.30E-29	0.368078319	0.326	0.169	4.03E-25	Chol
Chka	1.45E-29	0.60147641	0.545	0.367	4.49E-25	Chol
Ppie	1.47E-29	0.350614134	0.326	0.17	4.56E-25	Chol
Gtf2i	1.63E-29	0.333901162	0.264	0.119	5.08E-25	Chol
Eef2	1.66E-29	0.385491098	0.687	0.542	5.14E-25	Chol
Ddx17	1.95E-29	0.295778389	0.345	0.17	6.05E-25	Chol
Luc7l2	2.08E-29	0.292371474	0.536	0.344	6.45E-25	Chol
Nbeal1	2.13E-29	0.293048265	0.342	0.171	6.60E-25	Chol
Vamp5	2.49E-29	0.253707511	0.489	0.315	7.74E-25	Chol
Tspan8	2.49E-29	0.45557722	0.676	0.486	7.74E-25	Chol
Set	2.52E-29	0.374943005	0.498	0.318	7.82E-25	Chol
Zmynd11	2.53E-29	0.29413227	0.311	0.149	7.84E-25	Chol
Nsmce4a	2.58E-29	0.3288363	0.34	0.186	8.02E-25	Chol
Zmynd8	2.92E-29	0.331820167	0.272	0.12	9.08E-25	Chol
Tmem59	3.29E-29	0.427684087	0.633	0.499	1.02E-24	Chol
Mmp14	3.42E-29	0.441269747	0.392	0.216	1.06E-24	Chol
Ctdsp2	3.75E-29	0.348919559	0.261	0.112	1.16E-24	Chol
Smndc1	4.19E-29	0.324662586	0.412	0.246	1.30E-24	Chol
Slbp	4.40E-29	0.314410706	0.336	0.176	1.36E-24	Chol
Tcf25	4.92E-29	0.384931788	0.613	0.438	1.53E-24	Chol
Luc7l3	5.33E-29	0.318261975	0.356	0.182	1.65E-24	Chol
Ubald2	5.41E-29	0.432065917	0.466	0.309	1.68E-24	Chol
Pdcl3	5.71E-29	0.309350233	0.403	0.239	1.77E-24	Chol
Hnrnpd	6.75E-29	0.320097672	0.264	0.117	2.10E-24	Chol
Cnn3	8.17E-29	0.397015707	0.55	0.396	2.54E-24	Chol
Mzt1	8.59E-29	0.271666329	0.263	0.121	2.67E-24	Chol
Eif4h	1.61E-28	0.291899883	0.432	0.261	4.99E-24	Chol
Sfr1	1.68E-28	0.348604721	0.545	0.392	5.20E-24	Chol
Chmp4b	1.68E-28	0.370172781	0.505	0.336	5.21E-24	Chol
Puf60	1.70E-28	0.430226288	0.487	0.343	5.27E-24	Chol
Gps2	1.77E-28	0.263753317	0.252	0.113	5.49E-24	Chol
Ip6k2	1.81E-28	0.337394147	0.336	0.18	5.62E-24	Chol
Cast	1.84E-28	0.318349345	0.39	0.221	5.72E-24	Chol
Grb14	2.57E-28	0.490311006	0.415	0.26	7.98E-24	Chol
Ralbp1	2.67E-28	0.314388066	0.353	0.187	8.29E-24	Chol
Cct4	3.01E-28	0.363819513	0.46	0.312	9.35E-24	Chol
Cpq	3.28E-28	0.393531138	0.435	0.282	1.02E-23	Chol
Tprgl	3.75E-28	0.304874826	0.362	0.207	1.17E-23	Chol
Ywhab	3.79E-28	0.324443466	0.682	0.536	1.18E-23	Chol
Erh	3.84E-28	0.371889284	0.629	0.497	1.19E-23	Chol
Dek	4.92E-28	0.371514379	0.484	0.31	1.53E-23	Chol
Tkt	5.50E-28	0.346159729	0.563	0.398	1.71E-23	Chol
Eif3k	5.84E-28	0.423130306	0.592	0.46	1.81E-23	Chol
2310011J03Rik	6.93E-28	0.266507689	0.299	0.152	2.15E-23	Chol
Fubp1	7.12E-28	0.294341412	0.392	0.228	2.21E-23	Chol
Pts	7.80E-28	0.357821992	0.376	0.223	2.42E-23	Chol
Tmem109	8.13E-28	0.327750228	0.306	0.157	2.52E-23	Chol
Smco4	9.23E-28	0.437190809	0.415	0.271	2.87E-23	Chol
Naa35	1.02E-27	0.26579274	0.279	0.134	3.15E-23	Chol
Tcerg1	1.05E-27	0.26047516	0.273	0.128	3.26E-23	Chol
Shtn1	1.26E-27	0.378817356	0.326	0.17	3.90E-23	Chol
Rab14	1.56E-27	0.360963399	0.612	0.464	4.83E-23	Chol
Fam98b	1.61E-27	0.325678777	0.273	0.128	5.01E-23	Chol
Hnrnpm	1.66E-27	0.316566854	0.493	0.317	5.15E-23	Chol
Rela	1.80E-27	0.280771318	0.324	0.17	5.60E-23	Chol
Rbm17	2.34E-27	0.310510264	0.388	0.226	7.27E-23	Chol
Rpl3	2.47E-27	0.377804138	0.734	0.634	7.68E-23	Chol
Dhx9	2.50E-27	0.29616219	0.381	0.216	7.78E-23	Chol
Bnip3l	2.53E-27	0.359453476	0.486	0.335	7.85E-23	Chol
Syncrip	3.43E-27	0.346172053	0.385	0.223	1.06E-22	Chol
Parva	3.79E-27	0.307179821	0.327	0.177	1.18E-22	Chol
Plscr2	3.88E-27	0.261924502	0.257	0.12	1.21E-22	Chol
Ube2b	5.48E-27	0.35413509	0.631	0.485	1.70E-22	Chol
Cdc37	6.18E-27	0.379034048	0.486	0.335	1.92E-22	Chol
Wdr45b	7.36E-27	0.302481691	0.284	0.138	2.29E-22	Chol
Trmt112	8.13E-27	0.362596073	0.624	0.487	2.53E-22	Chol
Wbp2	1.14E-26	0.398560032	0.43	0.281	3.53E-22	Chol
Brd2	1.18E-26	0.335421979	0.362	0.195	3.66E-22	Chol
Gpbp1	1.66E-26	0.267398734	0.29	0.146	5.14E-22	Chol
Tmed9	1.77E-26	0.321014892	0.613	0.46	5.49E-22	Chol
Kif13b	2.10E-26	0.319692357	0.255	0.119	6.53E-22	Chol
Syf2	2.68E-26	0.290995408	0.374	0.218	8.33E-22	Chol
Dnajc7	2.80E-26	0.309470576	0.387	0.232	8.70E-22	Chol
Rab32	2.98E-26	0.328856655	0.32	0.173	9.25E-22	Chol
Zcchc11	3.05E-26	0.336878623	0.259	0.12	9.46E-22	Chol
Sqstm1	3.88E-26	0.356737212	0.628	0.477	1.21E-21	Chol
Slc9a3r1	4.71E-26	0.459990495	0.514	0.376	1.46E-21	Chol
Dctn6	4.83E-26	0.304982689	0.358	0.21	1.50E-21	Chol
Sf3b6	5.62E-26	0.303515976	0.536	0.394	1.74E-21	Chol
Cnot2	6.02E-26	0.256862923	0.255	0.122	1.87E-21	Chol
Eif3f	7.52E-26	0.46700877	0.541	0.415	2.34E-21	Chol
Thrap3	7.58E-26	0.250231854	0.396	0.233	2.36E-21	Chol
Slc50a1	7.71E-26	0.346110198	0.432	0.286	2.39E-21	Chol
Ndfip1	7.97E-26	0.383169519	0.554	0.412	2.48E-21	Chol
Rbm25	9.22E-26	0.307744934	0.534	0.365	2.86E-21	Chol
Htatsf1	1.23E-25	0.279084777	0.288	0.148	3.82E-21	Chol
Dync1h1	1.23E-25	0.285773997	0.259	0.12	3.83E-21	Chol
Hmg20b	1.32E-25	0.289128196	0.39	0.231	4.10E-21	Chol
Atp6v0e	1.88E-25	0.362642541	0.621	0.488	5.84E-21	Chol
Pigyl	2.00E-25	0.396389668	0.457	0.312	6.20E-21	Chol
Btf3	2.14E-25	0.309913189	0.728	0.616	6.65E-21	Chol
Naa20	2.16E-25	0.25083301	0.308	0.166	6.71E-21	Chol
Lgals1	2.34E-25	0.369461205	0.428	0.275	7.26E-21	Chol
Chmp2b	2.51E-25	0.390217709	0.496	0.354	7.79E-21	Chol
Slc39a4	2.78E-25	0.459107971	0.48	0.343	8.63E-21	Chol
Zc3h15	3.22E-25	0.316997377	0.565	0.417	9.99E-21	Chol
Tnrc6a	3.34E-25	0.381426036	0.286	0.139	1.04E-20	Chol
Tsn	4.12E-25	0.392995294	0.468	0.326	1.28E-20	Chol
Ergic3	4.13E-25	0.449246168	0.507	0.382	1.28E-20	Chol
Rtcb	4.18E-25	0.383001716	0.444	0.301	1.30E-20	Chol
Cp	4.45E-25	0.356482032	0.813	0.579	1.38E-20	Chol
Smarca4	4.45E-25	0.296645895	0.254	0.121	1.38E-20	Chol
Nipbl	4.47E-25	0.272570229	0.295	0.15	1.39E-20	Chol
Dctn3	4.68E-25	0.393033862	0.48	0.349	1.45E-20	Chol
Stag2	5.30E-25	0.300194649	0.288	0.142	1.65E-20	Chol
Cfdp1	5.74E-25	0.316028123	0.496	0.352	1.78E-20	Chol
Pim3	5.81E-25	0.2667181	0.273	0.136	1.80E-20	Chol
Cggbp1	6.79E-25	0.330481551	0.487	0.319	2.11E-20	Chol
Wasl	6.80E-25	0.322149625	0.478	0.335	2.11E-20	Chol
Ppp1cc	8.64E-25	0.284387689	0.435	0.286	2.68E-20	Chol
Anapc4	1.02E-24	0.29107539	0.284	0.144	3.17E-20	Chol
Sf3b4	1.07E-24	0.32904466	0.349	0.207	3.31E-20	Chol
Naca	1.39E-24	0.31371937	0.755	0.656	4.31E-20	Chol
Dtymk	1.50E-24	0.331504224	0.412	0.264	4.67E-20	Chol
Smap1	2.07E-24	0.297957692	0.504	0.363	6.43E-20	Chol
Ginm1	2.10E-24	0.343278378	0.406	0.267	6.51E-20	Chol
Scamp2	2.25E-24	0.294869333	0.273	0.141	6.97E-20	Chol
Mat2a	2.78E-24	0.263432331	0.286	0.143	8.65E-20	Chol
Aldh1a1	2.86E-24	0.405881088	0.29	0.15	8.87E-20	Chol
Nr4a1	2.92E-24	0.501301198	0.257	0.125	9.08E-20	Chol
Uba2	2.94E-24	0.301880137	0.331	0.19	9.12E-20	Chol
Rpl10a	3.03E-24	0.315935232	0.773	0.68	9.40E-20	Chol
Nol7	3.25E-24	0.331427911	0.703	0.556	1.01E-19	Chol
Prpf40a	3.74E-24	0.408482781	0.459	0.316	1.16E-19	Chol
Elavl1	3.88E-24	0.307602656	0.379	0.231	1.20E-19	Chol
Nfic	3.89E-24	0.293690801	0.349	0.199	1.21E-19	Chol
Upf3b	4.07E-24	0.255402907	0.263	0.129	1.26E-19	Chol
Pja1	4.23E-24	0.3158619	0.277	0.147	1.31E-19	Chol
Nae1	7.12E-24	0.307135102	0.327	0.187	2.21E-19	Chol
Vdac2	7.65E-24	0.41581797	0.572	0.469	2.38E-19	Chol
Gnb1	8.37E-24	0.26906076	0.336	0.181	2.60E-19	Chol
Hspa8	8.57E-24	0.325120086	0.809	0.715	2.66E-19	Chol
Atxn7l3b	8.92E-24	0.364702127	0.536	0.392	2.77E-19	Chol
Emd	8.93E-24	0.256502748	0.286	0.151	2.77E-19	Chol
Smyd2	9.18E-24	0.353286883	0.313	0.177	2.85E-19	Chol
Ypel3	9.69E-24	0.4047852	0.428	0.296	3.01E-19	Chol
Snu13	1.02E-23	0.332492101	0.518	0.384	3.18E-19	Chol
Nsa2	1.04E-23	0.307358997	0.597	0.452	3.24E-19	Chol
Cnbp	1.08E-23	0.359577389	0.665	0.556	3.37E-19	Chol
Pdcd6ip	1.20E-23	0.360072137	0.415	0.261	3.71E-19	Chol
Chd4	1.28E-23	0.333744013	0.372	0.214	3.98E-19	Chol
Tmem238	1.33E-23	0.390068617	0.453	0.316	4.13E-19	Chol
Lasp1	1.57E-23	0.391764494	0.417	0.257	4.86E-19	Chol
Anp32a	1.61E-23	0.271421186	0.662	0.53	5.00E-19	Chol
Spg21	1.72E-23	0.294899129	0.354	0.213	5.34E-19	Chol
Sec62	1.81E-23	0.342522349	0.66	0.518	5.63E-19	Chol
St3gal5	1.93E-23	0.331528145	0.572	0.421	5.99E-19	Chol
Snx2	2.06E-23	0.254707202	0.394	0.246	6.38E-19	Chol
Rbm42	2.07E-23	0.321638398	0.415	0.277	6.44E-19	Chol
Sf3b3	2.17E-23	0.290569296	0.281	0.139	6.73E-19	Chol
Blmh	2.23E-23	0.251854743	0.324	0.179	6.92E-19	Chol
Ist1	2.40E-23	0.286238024	0.324	0.179	7.46E-19	Chol
Nfia	2.57E-23	0.411561839	0.302	0.162	7.97E-19	Chol
Ccdc12	3.00E-23	0.275836831	0.405	0.264	9.32E-19	Chol
Xrn2	3.03E-23	0.313508489	0.419	0.274	9.40E-19	Chol
Nsrp1	3.37E-23	0.326442021	0.342	0.193	1.05E-18	Chol
Prrc2a	3.80E-23	0.3435777	0.313	0.165	1.18E-18	Chol
Hif1a	4.20E-23	0.394970279	0.385	0.228	1.31E-18	Chol
Plxnb2	4.42E-23	0.40403254	0.311	0.171	1.37E-18	Chol
Btg1	4.74E-23	0.286089238	0.437	0.267	1.47E-18	Chol
Safb	5.73E-23	0.274300152	0.295	0.153	1.78E-18	Chol
Il1rn	6.65E-23	0.569632881	0.399	0.257	2.07E-18	Chol
Ubtf	7.13E-23	0.337705006	0.275	0.14	2.21E-18	Chol
Zfp36l1	7.78E-23	0.366295867	0.651	0.508	2.42E-18	Chol
Banf1	8.84E-23	0.283937161	0.554	0.415	2.74E-18	Chol
Rplp0	1.03E-22	0.339708794	0.815	0.744	3.20E-18	Chol
Rsrc2	1.16E-22	0.254820106	0.3	0.16	3.59E-18	Chol
Snx10	1.25E-22	0.270346602	0.318	0.179	3.87E-18	Chol
Smc3	1.34E-22	0.262777692	0.279	0.142	4.16E-18	Chol
Dnaja2	1.87E-22	0.338969348	0.513	0.388	5.80E-18	Chol
Atf4	2.00E-22	0.36018609	0.466	0.317	6.22E-18	Chol
Vcp	2.09E-22	0.28590383	0.64	0.483	6.50E-18	Chol
Rab7	2.32E-22	0.328596987	0.514	0.38	7.21E-18	Chol
Rab2a	2.46E-22	0.307124467	0.612	0.481	7.65E-18	Chol
H2-Q6	2.48E-22	0.402351859	0.326	0.183	7.70E-18	Chol
Asah1	2.61E-22	0.332435674	0.435	0.306	8.10E-18	Chol
Cdk11b	2.75E-22	0.282623898	0.441	0.274	8.53E-18	Chol
Ilk	2.79E-22	0.271188851	0.327	0.195	8.67E-18	Chol
Clk1	3.82E-22	0.309855106	0.293	0.152	1.19E-17	Chol
Atic	3.98E-22	0.284533198	0.268	0.142	1.24E-17	Chol
Cfap36	4.53E-22	0.291246881	0.279	0.15	1.41E-17	Chol
Cxxc5	4.86E-22	0.356606782	0.329	0.198	1.51E-17	Chol
Aaed1	5.01E-22	0.338312584	0.433	0.291	1.55E-17	Chol
Senp6	5.04E-22	0.258497144	0.297	0.158	1.56E-17	Chol
Scarb2	6.25E-22	0.405729201	0.41	0.265	1.94E-17	Chol
Rheb	6.81E-22	0.378368624	0.487	0.373	2.11E-17	Chol
Sf1	9.92E-22	0.355739221	0.401	0.257	3.08E-17	Chol
Hnrnpul2	1.01E-21	0.288647612	0.261	0.131	3.13E-17	Chol
Ubb	1.05E-21	0.581733779	0.764	0.751	3.27E-17	Chol
Vps13a	1.29E-21	0.386413629	0.291	0.156	4.01E-17	Chol
Supt16	1.31E-21	0.252727684	0.333	0.188	4.08E-17	Chol
Arhgdia	1.45E-21	0.259190125	0.491	0.355	4.50E-17	Chol
Ubc	1.83E-21	0.306091746	0.781	0.615	5.69E-17	Chol
Akr1c19	1.90E-21	0.32467513	0.259	0.137	5.90E-17	Chol
Maea	2.14E-21	0.306484561	0.344	0.211	6.64E-17	Chol
Btf3l4	2.19E-21	0.333499104	0.444	0.318	6.80E-17	Chol
Frrs1	2.27E-21	0.299191202	0.299	0.168	7.05E-17	Chol
Cyp2j6	2.60E-21	0.384236037	0.381	0.252	8.07E-17	Chol
Frg1	2.69E-21	0.250943594	0.331	0.193	8.35E-17	Chol
Aph1a	2.70E-21	0.28495167	0.396	0.258	8.40E-17	Chol
Smc6	3.05E-21	0.298078473	0.374	0.234	9.48E-17	Chol
Map2k1	3.24E-21	0.319384478	0.309	0.18	1.01E-16	Chol
Svil	3.29E-21	0.299806275	0.326	0.191	1.02E-16	Chol
Ptbp1	4.54E-21	0.310406495	0.313	0.18	1.41E-16	Chol
Sh3bgrl	4.98E-21	0.255552496	0.507	0.365	1.55E-16	Chol
Rtf1	6.36E-21	0.287167134	0.36	0.213	1.97E-16	Chol
Ppp1ca	6.79E-21	0.397805628	0.536	0.439	2.11E-16	Chol
Dctn4	7.64E-21	0.269265297	0.288	0.156	2.37E-16	Chol
Gstm5	7.67E-21	0.275845755	0.354	0.225	2.38E-16	Chol
Erbin	8.05E-21	0.293670618	0.286	0.152	2.50E-16	Chol
Rabac1	8.23E-21	0.304365181	0.464	0.332	2.56E-16	Chol
Rb1cc1	8.54E-21	0.267685964	0.273	0.142	2.65E-16	Chol
Arf6	1.15E-20	0.293996239	0.387	0.258	3.56E-16	Chol
Tsg101	1.36E-20	0.327849811	0.426	0.301	4.23E-16	Chol
Hspa4	1.44E-20	0.287083916	0.5	0.364	4.48E-16	Chol
G3bp1	1.56E-20	0.265849638	0.311	0.176	4.86E-16	Chol
Ank3	1.64E-20	0.412100828	0.284	0.156	5.10E-16	Chol
Nagk	1.74E-20	0.26902429	0.356	0.229	5.41E-16	Chol
Fbl	1.80E-20	0.336821031	0.374	0.246	5.59E-16	Chol
Dhx15	2.10E-20	0.341211487	0.432	0.272	6.51E-16	Chol
Mkln1	2.37E-20	0.250317926	0.36	0.219	7.35E-16	Chol
Stbd1	2.40E-20	0.280913019	0.254	0.135	7.45E-16	Chol
Arf1	2.41E-20	0.332027471	0.664	0.553	7.49E-16	Chol
Smim19	2.54E-20	0.254756747	0.32	0.189	7.89E-16	Chol
Fis1	2.56E-20	0.307471165	0.655	0.544	7.94E-16	Chol
Prpf4b	2.69E-20	0.281988369	0.331	0.193	8.36E-16	Chol
Tax1bp1	2.90E-20	0.303534036	0.635	0.505	9.01E-16	Chol
S100a1	5.59E-20	0.286999659	0.516	0.39	1.74E-15	Chol
Clta	5.64E-20	0.298459496	0.613	0.519	1.75E-15	Chol
Hhex	6.83E-20	0.265308127	0.297	0.17	2.12E-15	Chol
Nktr	7.80E-20	0.250442777	0.399	0.247	2.42E-15	Chol
Setd3	1.09E-19	0.283944437	0.403	0.267	3.39E-15	Chol
Tmem50a	1.13E-19	0.292381524	0.608	0.496	3.50E-15	Chol
Rpl9-ps6	1.22E-19	0.32244339	0.748	0.689	3.78E-15	Chol
Tmem9	1.26E-19	0.25253293	0.311	0.189	3.90E-15	Chol
Cblc	1.26E-19	0.273495454	0.279	0.162	3.91E-15	Chol
Anxa6	1.31E-19	0.351571118	0.383	0.258	4.06E-15	Chol
Arhgef12	1.38E-19	0.457879952	0.299	0.166	4.28E-15	Chol
Huwe1	1.41E-19	0.286360107	0.327	0.19	4.37E-15	Chol
Eif4b	1.67E-19	0.380333261	0.358	0.225	5.19E-15	Chol
Atp5a1	1.77E-19	0.259447895	0.696	0.555	5.50E-15	Chol
Zfp36	1.88E-19	0.391703899	0.649	0.49	5.84E-15	Chol
Ube2e1	1.89E-19	0.297559941	0.329	0.205	5.88E-15	Chol
