gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Eif4g1	5.21E-256	0.3452603	0.537	0.175	7.45E-252	3
Cxcl1	5.80E-07	0.344014342	0.563	0.588	0.008285344	3
Sdf4	1.61E-145	0.342972647	0.789	0.522	2.31E-141	3
Ifrd1	4.11E-32	0.342887238	0.562	0.45	5.87E-28	3
F5	6.74E-150	0.342810306	0.647	0.346	9.64E-146	3
Mar-05	1.05E-102	0.342668555	0.78	0.594	1.50E-98	3
Grina	2.26E-130	0.342647631	0.877	0.698	3.23E-126	3
Lmna	4.41E-259	0.341661335	0.47	0.137	6.30E-255	3
Ubc	6.69E-103	0.341562336	0.865	0.658	9.56E-99	3
Tm9sf3	5.22E-225	0.341480057	0.589	0.224	7.46E-221	3
Rpl6	1.44E-146	0.340962386	0.999	0.995	2.05E-142	3
Rpl11	4.79E-201	0.340558808	1	1	6.85E-197	3
C4b	2.12E-114	0.339546107	0.629	0.38	3.03E-110	3
Plin2	4.79E-87	0.337558938	0.817	0.656	6.84E-83	3
Itm2c	4.48E-103	0.335642758	0.679	0.462	6.40E-99	3
Tax1bp1	2.79E-131	0.334641788	0.845	0.627	3.99E-127	3
Saa1	9.89E-17	0.33457409	0.196	0.126	1.41E-12	3
Tubb6	4.19E-174	0.334331743	0.533	0.22	5.99E-170	3
Cdh17	0	0.334028078	0.29	0.031	0	3
Gorasp2	2.25E-128	0.333456081	0.656	0.382	3.21E-124	3
Mtdh	2.89E-184	0.332976832	0.637	0.29	4.13E-180	3
Gnb2	8.20E-147	0.332654136	0.909	0.684	1.17E-142	3
Nags	2.55E-212	0.332466459	0.557	0.211	3.65E-208	3
Tpr	1.28E-185	0.332020885	0.609	0.262	1.83E-181	3
Rpl28	4.10E-147	0.331689419	0.999	0.992	5.85E-143	3
Iqgap2	9.93E-201	0.331669706	0.548	0.21	1.42E-196	3
Srrm2	3.09E-137	0.331074987	0.709	0.433	4.42E-133	3
Ppib	9.07E-192	0.329219093	1	1	1.30E-187	3
Golgb1	4.53E-229	0.328898488	0.529	0.183	6.47E-225	3
Eif1	1.54E-101	0.327014255	0.998	0.997	2.20E-97	3
Tmed5	7.51E-169	0.326857924	0.634	0.303	1.07E-164	3
Rps5	1.63E-84	0.325978771	0.986	0.97	2.33E-80	3
Dnajb9	1.30E-174	0.325526866	0.452	0.166	1.85E-170	3
Anxa7	5.16E-191	0.324842133	0.529	0.204	7.38E-187	3
Pkm	0	0.324835097	0.221	0.022	0	3
Hpn	6.77E-148	0.324480045	0.952	0.8	9.67E-144	3
Trf	3.32E-74	0.324434642	0.988	0.994	4.74E-70	3
Pink1	6.16E-140	0.323911686	0.634	0.341	8.81E-136	3
Psmd8	1.17E-78	0.323546757	0.858	0.702	1.67E-74	3
Hint1	5.34E-171	0.32310936	0.999	0.998	7.63E-167	3
Edem1	7.25E-209	0.323057062	0.544	0.202	1.04E-204	3
H1f0	6.54E-72	0.322908438	0.824	0.716	9.35E-68	3
Apoa5	2.29E-108	0.322690971	0.473	0.231	3.28E-104	3
Lcn2	6.42E-37	0.322609922	0.984	0.966	9.17E-33	3
Arcn1	1.07E-201	0.322448797	0.576	0.225	1.53E-197	3
Sult1d1	1.29E-79	0.322434572	0.575	0.361	1.85E-75	3
C4bp	3.52E-99	0.320679304	0.953	0.951	5.03E-95	3
Rpl14	1.04E-114	0.318939312	0.99	0.956	1.49E-110	3
Npm1	1.58E-49	0.31765692	0.719	0.582	2.25E-45	3
Rps11	1.16E-121	0.317571539	0.996	0.981	1.66E-117	3
Dnajb11	8.11E-99	0.317064942	0.779	0.58	1.16E-94	3
Yrdc	1.07E-179	0.316189597	0.503	0.194	1.53E-175	3
Pon2	1.36E-164	0.31562744	0.603	0.276	1.95E-160	3
Hspa8	5.73E-73	0.315483978	0.991	0.986	8.19E-69	3
Selenof	3.08E-109	0.315438655	0.89	0.756	4.41E-105	3
Fau	4.95E-179	0.314911383	1	1	7.07E-175	3
Bckdha	1.20E-213	0.314861178	0.45	0.146	1.72E-209	3
Mvb12a	1.46E-127	0.313792822	0.827	0.594	2.08E-123	3
Aox3	4.58E-300	0.313033568	0.377	0.079	6.54E-296	3
Ces2c	6.73E-71	0.312875562	0.598	0.39	9.61E-67	3
H2-T22	3.15E-89	0.311824027	0.814	0.628	4.51E-85	3
Mlec	1.32E-232	0.310722481	0.491	0.158	1.89E-228	3
Psmd2	3.18E-213	0.310650954	0.504	0.175	4.54E-209	3
Tmed4	3.93E-143	0.310326224	0.601	0.297	5.62E-139	3
Imp3	2.91E-151	0.309640254	0.59	0.281	4.16E-147	3
Ddit4	3.16E-49	0.308884933	0.348	0.195	4.51E-45	3
Ltbr	9.08E-174	0.308868917	0.576	0.245	1.30E-169	3
1110008F13Rik	8.81E-125	0.308359756	0.916	0.787	1.26E-120	3
Ifrd2	8.99E-190	0.307131054	0.396	0.124	1.28E-185	3
Tor2a	3.55E-192	0.306041036	0.527	0.2	5.07E-188	3
Efna1	2.64E-61	0.304353177	0.786	0.66	3.77E-57	3
Slc27a2	1.44E-55	0.304272899	0.874	0.767	2.06E-51	3
Tm9sf2	1.10E-170	0.304222034	0.565	0.241	1.57E-166	3
Sec62	4.87E-133	0.3038117	0.826	0.579	6.97E-129	3
Ddrgk1	8.32E-132	0.30372724	0.886	0.664	1.19E-127	3
Anxa5	1.47E-25	0.303619725	0.884	0.944	2.10E-21	3
Cyp2d40	4.50E-162	0.303198967	0.352	0.111	6.43E-158	3
Lrrc59	1.19E-238	0.303113919	0.436	0.125	1.70E-234	3
App	7.64E-206	0.303086899	0.376	0.107	1.09E-201	3
Tbrg1	2.20E-106	0.301817767	0.704	0.454	3.14E-102	3
Mt2	1.58E-34	0.301744532	0.645	0.556	2.25E-30	3
Akr1b7	2.11E-148	0.301175526	0.301	0.089	3.01E-144	3
Ephx1	4.41E-106	0.301080994	0.507	0.249	6.31E-102	3
F2	1.44E-109	0.300823285	0.997	0.993	2.06E-105	3
Krt18	5.63E-78	0.300011379	0.999	0.999	8.04E-74	3
Grn	5.40E-163	0.29995559	0.548	0.233	7.72E-159	3
Rpl19	5.14E-124	0.29980868	0.999	0.997	7.34E-120	3
Rpl23	6.33E-122	0.299243783	1	0.996	9.05E-118	3
Cyp2d10	7.76E-119	0.299124577	0.963	0.896	1.11E-114	3
Riok3	2.92E-182	0.298931013	0.508	0.191	4.17E-178	3
Cct7	3.38E-109	0.29892566	0.7	0.457	4.83E-105	3
Kdelr2	9.13E-84	0.298884934	0.727	0.544	1.31E-79	3
Ifngr1	4.33E-105	0.298820719	0.524	0.275	6.19E-101	3
Asns	0	0.29806618	0.354	0.06	0	3
Mrps18b	5.13E-81	0.297488418	0.64	0.433	7.33E-77	3
Eif3a	1.88E-189	0.29731444	0.492	0.18	2.69E-185	3
Dhrs1	5.32E-100	0.296975695	0.747	0.536	7.60E-96	3
Psmd13	2.91E-116	0.29625323	0.677	0.413	4.16E-112	3
Creb3l3	4.67E-118	0.295334902	0.622	0.352	6.68E-114	3
Tmem248	2.96E-173	0.294818362	0.537	0.217	4.23E-169	3
Sars	3.28E-152	0.294419408	0.509	0.213	4.69E-148	3
Gpt2	1.31E-148	0.293916728	0.447	0.177	1.87E-144	3
Dnpep	1.79E-164	0.293482654	0.558	0.241	2.56E-160	3
Psmd1	5.65E-184	0.293417871	0.513	0.196	8.08E-180	3
Apoe	5.41E-125	0.293416324	1	1	7.73E-121	3
Rps19	2.93E-83	0.29340959	0.947	0.871	4.19E-79	3
Wasl	2.20E-168	0.293327388	0.597	0.265	3.15E-164	3
Psmb5	2.05E-105	0.292905573	0.956	0.899	2.93E-101	3
C1rl	3.43E-156	0.292533175	0.548	0.237	4.90E-152	3
Copb1	1.59E-177	0.29168682	0.452	0.163	2.27E-173	3
Eif3j1	1.97E-150	0.291000006	0.565	0.253	2.81E-146	3
Cct2	8.80E-165	0.290649549	0.525	0.214	1.26E-160	3
Serinc1	4.55E-185	0.290479468	0.526	0.202	6.50E-181	3
Arf1	1.35E-111	0.289846459	0.957	0.914	1.93E-107	3
Rps16	5.60E-125	0.289399777	1	0.999	8.01E-121	3
Tbc1d15	4.74E-161	0.289125061	0.513	0.211	6.78E-157	3
Leprotl1	2.14E-169	0.289025345	0.532	0.216	3.06E-165	3
Dus1l	1.02E-191	0.289017049	0.46	0.159	1.46E-187	3
Hax1	6.50E-141	0.288671409	0.542	0.245	9.29E-137	3
mt-Nd5	5.68E-99	0.288381199	0.956	0.89	8.11E-95	3
Eif4a1	2.58E-152	0.287687389	0.604	0.281	3.69E-148	3
Copb2	1.82E-170	0.286898795	0.522	0.208	2.61E-166	3
Rpl5	2.74E-96	0.285743275	0.894	0.761	3.91E-92	3
Ap2m1	2.69E-102	0.285433331	0.842	0.643	3.85E-98	3
Morf4l2	2.88E-127	0.285394628	0.518	0.24	4.12E-123	3
Cdk5rap3	9.00E-141	0.285269358	0.621	0.312	1.29E-136	3
Tmem258	2.00E-105	0.284952298	0.95	0.889	2.86E-101	3
Fos	2.86E-32	0.284791412	0.679	0.59	4.08E-28	3
Gcgr	5.32E-103	0.284220204	0.624	0.376	7.60E-99	3
Dcaf11	1.38E-158	0.283703364	0.532	0.223	1.97E-154	3
Ppt2	1.22E-178	0.28362893	0.443	0.156	1.74E-174	3
Hspa13	4.70E-252	0.283348652	0.395	0.1	6.72E-248	3
Eif3d	1.15E-172	0.283093354	0.5	0.193	1.64E-168	3
Scand1	4.34E-94	0.282117834	0.765	0.566	6.20E-90	3
Stt3b	1.81E-210	0.281955635	0.444	0.14	2.58E-206	3
Arhgdia	9.32E-137	0.281946204	0.532	0.241	1.33E-132	3
Nedd4	2.12E-97	0.281836896	0.662	0.426	3.04E-93	3
Psmb4	1.24E-106	0.28067322	0.85	0.64	1.77E-102	3
Ddx24	5.34E-174	0.279576823	0.508	0.199	7.64E-170	3
Ddit3	8.51E-69	0.279337617	0.206	0.076	1.22E-64	3
Spcs1	2.70E-125	0.279153357	0.997	0.992	3.86E-121	3
Acsl4	7.03E-135	0.278535223	0.487	0.212	1.01E-130	3
Hsp90aa1	4.13E-187	0.278314387	0.418	0.136	5.90E-183	3
Mgat2	1.95E-160	0.27814445	0.442	0.166	2.79E-156	3
Mbl2	0.000442885	0.278049538	0.43	0.425	1	3
Exosc5	2.55E-176	0.278014877	0.445	0.158	3.64E-172	3
Aamp	2.00E-95	0.277936341	0.713	0.496	2.86E-91	3
Pgm3	1.92E-183	0.277698337	0.431	0.146	2.75E-179	3
Cald1	1.96E-77	0.27733475	0.933	0.887	2.80E-73	3
Mettl9	3.53E-92	0.276733471	0.699	0.484	5.05E-88	3
Pla2g12a	2.57E-238	0.27514807	0.348	0.081	3.68E-234	3
Hmgcs2	1.18E-46	0.274775159	0.71	0.607	1.69E-42	3
Mst1	3.20E-120	0.274410798	0.601	0.321	4.57E-116	3
Srp72	1.45E-101	0.27421116	0.737	0.507	2.07E-97	3
Krtcap2	6.06E-129	0.273010033	0.997	0.984	8.66E-125	3
Aprt	1.54E-86	0.272948329	0.807	0.617	2.20E-82	3
Canx	2.11E-99	0.272738107	0.722	0.487	3.02E-95	3
Rpl27a	2.22E-84	0.272561329	0.95	0.891	3.17E-80	3
Btg3	2.31E-145	0.271963653	0.451	0.179	3.30E-141	3
Hspa4	6.70E-116	0.271957761	0.557	0.284	9.57E-112	3
Serbp1	3.76E-87	0.270729439	0.827	0.641	5.37E-83	3
Rhoc	1.95E-47	0.270722057	0.781	0.671	2.79E-43	3
Rbm3	1.68E-77	0.270352464	0.713	0.512	2.40E-73	3
BC003331	7.35E-240	0.270205179	0.409	0.109	1.05E-235	3
Gstp2	1.12E-33	0.269645166	0.25	0.138	1.61E-29	3
Clpp	6.89E-104	0.269570634	0.741	0.499	9.84E-100	3
Rpl30	9.84E-109	0.269247781	0.999	0.995	1.41E-104	3
Ccnd1	1.99E-227	0.268621876	0.349	0.085	2.85E-223	3
Tomm70a	7.04E-150	0.268335604	0.51	0.214	1.01E-145	3
Phb2	3.44E-95	0.26826504	0.866	0.676	4.92E-91	3
Cct3	1.08E-157	0.268107452	0.476	0.187	1.54E-153	3
Tmbim6	7.07E-124	0.26785338	1	1	1.01E-119	3
Ica1	3.78E-278	0.267475264	0.325	0.062	5.40E-274	3
Htatip2	1.66E-97	0.265842158	0.59	0.329	2.37E-93	3
Kif21a	5.39E-152	0.265477988	0.496	0.203	7.70E-148	3
Avpr1a	0	0.265032737	0.296	0.025	0	3
Rbm42	1.05E-140	0.264250589	0.488	0.207	1.51E-136	3
Spcs3	6.99E-189	0.263880157	0.464	0.159	1.00E-184	3
Gale	1.38E-121	0.263759521	0.516	0.246	1.97E-117	3
Foxa3	8.76E-75	0.262922891	0.739	0.549	1.25E-70	3
Cyb5b	4.20E-125	0.262628592	0.614	0.316	6.00E-121	3
Slc33a1	2.66E-195	0.26201644	0.402	0.124	3.80E-191	3
Ppa1	6.11E-86	0.261475379	0.952	0.918	8.74E-82	3
Rps18	1.85E-73	0.261234369	0.96	0.917	2.64E-69	3
Reln	0	0.261139009	0.279	0.034	0	3
Atxn10	3.38E-87	0.260935401	0.66	0.441	4.83E-83	3
Yipf3	1.31E-116	0.260805661	0.569	0.291	1.87E-112	3
Acadvl	1.42E-83	0.260601114	0.727	0.525	2.03E-79	3
Pa2g4	4.10E-68	0.25992666	0.706	0.531	5.86E-64	3
Hspd1	1.63E-69	0.259740867	0.965	0.965	2.33E-65	3
Tmem234	7.08E-99	0.258953075	0.74	0.505	1.01E-94	3
Chp1	3.64E-101	0.258898378	0.613	0.353	5.20E-97	3
Hnrnpu	3.46E-119	0.258411371	0.543	0.262	4.95E-115	3
Gars	3.94E-145	0.257817178	0.379	0.136	5.64E-141	3
Chid1	3.39E-155	0.257783935	0.447	0.17	4.85E-151	3
Alcam	5.94E-140	0.256866834	0.512	0.221	8.49E-136	3
Jun	6.55E-57	0.256679611	0.656	0.488	9.37E-53	3
Arf6	2.19E-137	0.256612946	0.437	0.176	3.13E-133	3
Psmd3	5.25E-177	0.256085029	0.385	0.123	7.50E-173	3
Agpat3	1.01E-181	0.256022959	0.424	0.141	1.45E-177	3
Fetub	3.57E-57	0.256017309	0.972	0.977	5.10E-53	3
Cops7a	3.66E-111	0.25597389	0.607	0.328	5.24E-107	3
Insc	4.23E-269	0.25594724	0.346	0.073	6.05E-265	3
Rps7	7.07E-88	0.255554589	1	0.995	1.01E-83	3
Ier2	3.73E-42	0.255553369	0.818	0.777	5.33E-38	3
Rps12	5.08E-49	0.254864396	0.903	0.826	7.27E-45	3
Sec13	1.19E-82	0.254726454	0.81	0.616	1.70E-78	3
Kif5c	4.39E-145	0.254627018	0.407	0.151	6.27E-141	3
Agmat	1.93E-145	0.254175783	0.451	0.178	2.76E-141	3
Vkorc1	1.50E-84	0.25394429	0.951	0.914	2.15E-80	3
Psmd11	1.87E-78	0.253566396	0.69	0.482	2.68E-74	3
Snd1	9.68E-224	0.253544691	0.341	0.083	1.38E-219	3
Ubb	1.81E-87	0.253439866	0.999	1	2.59E-83	3
Son	9.81E-158	0.25343286	0.461	0.177	1.40E-153	3
Col18a1	2.28E-122	0.253187207	0.445	0.192	3.26E-118	3
Jtb	2.51E-103	0.253176409	0.686	0.414	3.59E-99	3
Rpl10	1.18E-65	0.253100025	0.872	0.68	1.69E-61	3
Eif2b4	5.24E-233	0.251622516	0.36	0.088	7.49E-229	3
Tmem214	2.34E-210	0.251569268	0.38	0.105	3.35E-206	3
Eif3b	4.87E-200	0.25152876	0.388	0.114	6.96E-196	3
Nr2c2ap	2.21E-146	0.251365565	0.402	0.147	3.16E-142	3
Rnf187	7.56E-144	0.251117014	0.49	0.203	1.08E-139	3
Odc1	5.30E-215	0.251034045	0.347	0.089	7.57E-211	3
Ak2	4.40E-78	0.251031126	0.792	0.603	6.29E-74	3
Egr1	8.45E-69	0.250718999	0.578	0.372	1.21E-64	3
Pex11g	6.59E-146	0.250709038	0.48	0.197	9.41E-142	3
Pcbp1	1.20E-72	0.250492254	0.936	0.932	1.72E-68	3
Tnfaip8l1	1.97E-149	0.250367659	0.45	0.174	2.82E-145	3
Phgdh	7.44E-237	0.250261999	0.29	0.057	1.06E-232	3
Chmp4b	4.51E-143	0.250056721	0.498	0.209	6.45E-139	3
Dnajc1	3.83E-152	0.249975936	0.407	0.147	5.47E-148	3
Cda	1.10E-141	0.249788738	0.5	0.21	1.58E-137	3
Itgb1	3.91E-150	0.249667585	0.474	0.189	5.58E-146	3
Cpox	9.66E-245	0.249497614	0.325	0.07	1.38E-240	3
CAAA01118383.1	9.28E-162	0.249417666	0.454	0.169	1.33E-157	3
Slc38a10	4.22E-274	0.249394693	0.313	0.059	6.03E-270	3
Cltb	2.94E-80	0.249288177	0.72	0.523	4.20E-76	3
Tcea1	4.16E-64	0.24909152	0.691	0.512	5.95E-60	3
Avpi1	6.32E-53	0.247812438	0.902	0.878	9.04E-49	3
Aaed1	2.19E-108	0.247459414	0.458	0.21	3.14E-104	3
Cyp3a44	6.20E-129	0.247411253	0.142	0.025	8.86E-125	3
Sec63	4.08E-213	0.247171501	0.362	0.096	5.84E-209	3
Smap1	6.53E-114	0.247105934	0.588	0.306	9.33E-110	3
Ddb1	2.43E-191	0.246907079	0.38	0.113	3.47E-187	3
1110065P20Rik	2.63E-117	0.246359602	0.555	0.274	3.75E-113	3
Eif5b	1.17E-158	0.246338069	0.432	0.157	1.67E-154	3
Tnfrsf12a	7.24E-37	0.246263445	0.69	0.595	1.04E-32	3
Arpc1a	4.82E-119	0.245992352	0.521	0.248	6.90E-115	3
Rab1a	7.15E-143	0.245637216	0.518	0.22	1.02E-138	3
Exosc4	1.01E-107	0.245268549	0.542	0.277	1.44E-103	3
Tat	7.00E-07	0.244903521	0.811	0.929	0.010009644	3
Creb3	4.34E-168	0.244348442	0.42	0.145	6.20E-164	3
Eif3m	1.91E-77	0.244316978	0.704	0.498	2.73E-73	3
Cldn3	1.81E-81	0.244147721	0.915	0.817	2.58E-77	3
Isyna1	2.44E-96	0.242635634	0.334	0.138	3.48E-92	3
Rhoa	1.05E-59	0.242028424	0.783	0.656	1.50E-55	3
Ugdh	9.47E-88	0.241949711	0.366	0.163	1.35E-83	3
Psap	8.88E-68	0.241943372	0.717	0.546	1.27E-63	3
Prg4	4.79E-108	0.241834442	0.318	0.119	6.85E-104	3
Phlda1	3.02E-63	0.241254248	0.367	0.19	4.32E-59	3
Ufc1	2.17E-79	0.241229473	0.822	0.645	3.10E-75	3
Rbm39	8.66E-110	0.241185233	0.554	0.279	1.24E-105	3
Cldn2	1.89E-157	0.241175624	0.397	0.137	2.71E-153	3
Banf1	1.68E-77	0.241107623	0.649	0.427	2.40E-73	3
Glmp	1.22E-80	0.2410977	0.699	0.489	1.75E-76	3
Slc35c2	4.99E-162	0.24106361	0.385	0.128	7.13E-158	3
Rpl10-ps3	1.81E-51	0.240993622	0.895	0.853	2.58E-47	3
Ncl	4.20E-114	0.240511568	0.432	0.187	6.00E-110	3
Leap2	1.03E-64	0.240300336	0.408	0.213	1.47E-60	3
Aqp9	3.08E-217	0.240138481	0.335	0.081	4.40E-213	3
Zfp706	4.52E-68	0.239817844	0.79	0.625	6.46E-64	3
Napa	2.90E-117	0.239768913	0.583	0.297	4.15E-113	3
Pglyrp1	4.73E-74	0.239185965	0.268	0.112	6.76E-70	3
Ergic2	3.69E-136	0.239159743	0.491	0.208	5.27E-132	3
Mug1	2.13E-28	0.238859461	0.84	0.882	3.04E-24	3
Epn1	9.32E-135	0.238459875	0.455	0.188	1.33E-130	3
Idh2	1.22E-61	0.238131386	0.736	0.572	1.74E-57	3
Tpm1	3.86E-63	0.238056551	0.76	0.593	5.52E-59	3
Capns1	1.33E-58	0.237819044	0.719	0.565	1.90E-54	3
Lgals3	1.22E-190	0.237671055	0.18	0.027	1.74E-186	3
Laptm4a	1.59E-60	0.23764182	0.941	0.928	2.27E-56	3
Cd151	1.53E-92	0.236977164	0.544	0.295	2.19E-88	3
Scn8a	8.18E-130	0.236826438	0.442	0.179	1.17E-125	3
Ddx56	3.65E-160	0.236813626	0.383	0.13	5.22E-156	3
Mttp	7.45E-132	0.236587101	0.414	0.164	1.06E-127	3
Yif1a	6.49E-85	0.236280016	0.665	0.429	9.27E-81	3
Tagln2	8.25E-29	0.236239902	0.756	0.671	1.18E-24	3
Atp2a2	8.43E-224	0.236001651	0.321	0.074	1.20E-219	3
Wdr1	6.58E-132	0.235978612	0.408	0.16	9.40E-128	3
Gpi1	1.65E-36	0.235975891	0.735	0.606	2.36E-32	3
Eef1d	9.62E-67	0.235777735	0.885	0.778	1.38E-62	3
Mmadhc	7.51E-140	0.235495055	0.455	0.181	1.07E-135	3
Emc7	8.16E-74	0.235424736	0.827	0.66	1.17E-69	3
Pafah1b1	1.66E-118	0.235152562	0.493	0.225	2.37E-114	3
Tmem120a	7.85E-76	0.235005909	0.64	0.406	1.12E-71	3
Cltc	1.64E-133	0.234536222	0.41	0.158	2.34E-129	3
Edf1	1.11E-87	0.234394466	0.997	0.986	1.59E-83	3
Cdk2ap2	1.80E-41	0.233715659	0.874	0.842	2.58E-37	3
Aup1	1.25E-77	0.233568591	0.843	0.659	1.79E-73	3
Rpl9	3.54E-58	0.233291905	0.835	0.685	5.07E-54	3
Cdipt	1.17E-143	0.233033466	0.416	0.157	1.68E-139	3
Mrfap1	4.34E-72	0.232917605	0.71	0.516	6.20E-68	3
H3f3b	4.92E-60	0.232761321	0.984	0.974	7.04E-56	3
Arfgap2	1.25E-136	0.232725554	0.45	0.181	1.78E-132	3
Ddx39	1.71E-120	0.232706649	0.473	0.209	2.44E-116	3
Dnajc10	5.49E-152	0.232560157	0.375	0.128	7.85E-148	3
Csde1	1.29E-165	0.232505042	0.383	0.125	1.85E-161	3
Mrps12	2.85E-75	0.232358505	0.725	0.523	4.08E-71	3
Luc7l2	2.25E-149	0.232232932	0.389	0.137	3.22E-145	3
1300017J02Rik	9.43E-66	0.232024325	0.887	0.705	1.35E-61	3
Acox1	2.61E-44	0.232006423	0.7	0.567	3.74E-40	3
Tmem150a	6.94E-57	0.231840843	0.754	0.615	9.92E-53	3
Arf4	1.06E-46	0.231719776	0.897	0.908	1.51E-42	3
Rad23b	9.09E-114	0.231266437	0.47	0.213	1.30E-109	3
Gcc2	1.81E-131	0.230892913	0.43	0.173	2.59E-127	3
Cyp2c50	1.51E-50	0.230875751	0.224	0.103	2.15E-46	3
Chmp6	2.08E-96	0.230569998	0.562	0.304	2.98E-92	3
Pmm1	0	0.230490809	0.148	0.008	0	3
Sys1	1.60E-148	0.230470964	0.398	0.142	2.28E-144	3
Cnppd1	1.60E-199	0.230370732	0.274	0.061	2.29E-195	3
Tmed10	2.68E-81	0.230337171	0.952	0.909	3.83E-77	3
G6pc	1.58E-57	0.230316899	0.408	0.232	2.26E-53	3
Jak1	9.35E-125	0.230242594	0.449	0.191	1.34E-120	3
Rps9	1.67E-50	0.230127744	0.949	0.909	2.38E-46	3
Tceal9	6.69E-80	0.230087399	0.605	0.36	9.56E-76	3
Prelid1	6.11E-81	0.230016048	0.975	0.951	8.73E-77	3
Csnk1a1	3.28E-127	0.229977131	0.47	0.201	4.69E-123	3
Serpina10	1.86E-66	0.229419155	0.729	0.543	2.66E-62	3
Lonp2	5.32E-63	0.229344365	0.674	0.492	7.60E-59	3
Nat8f2	2.17E-86	0.22918934	0.405	0.193	3.09E-82	3
Tcp1	1.09E-68	0.228894778	0.645	0.441	1.56E-64	3
Slc29a1	3.36E-119	0.228867374	0.447	0.193	4.80E-115	3
Cyp4a31	1.72E-167	0.228781966	0.294	0.079	2.46E-163	3
Calu	7.26E-155	0.22854147	0.388	0.134	1.04E-150	3
Abcf1	2.31E-148	0.228540626	0.399	0.143	3.29E-144	3
Atp6v0d1	3.18E-79	0.228262776	0.66	0.432	4.54E-75	3
Fkbp2	7.29E-79	0.22725326	0.947	0.869	1.04E-74	3
Ogfod2	4.96E-137	0.227014398	0.431	0.169	7.10E-133	3
Copa	1.52E-165	0.226952517	0.362	0.114	2.17E-161	3
Ifi27l2b	1.03E-51	0.22692084	0.974	0.98	1.48E-47	3
Grpel1	3.85E-62	0.226439348	0.923	0.892	5.50E-58	3
Nucb1	2.74E-141	0.226091916	0.396	0.146	3.91E-137	3
Nme1	2.52E-102	0.226072764	0.564	0.29	3.61E-98	3
Rab1b	9.46E-92	0.225813007	0.612	0.354	1.35E-87	3
Dnaja1	2.16E-60	0.225636464	0.804	0.653	3.08E-56	3
Txndc12	3.49E-100	0.225397404	0.488	0.237	4.98E-96	3
Polr2e	2.89E-108	0.22526699	0.548	0.273	4.13E-104	3
Pgp	3.80E-82	0.225249909	0.568	0.328	5.43E-78	3
Srp19	2.34E-68	0.224505329	0.687	0.48	3.34E-64	3
Egfr	1.23E-107	0.224439348	0.421	0.183	1.76E-103	3
Fam3c	6.06E-52	0.22429041	0.615	0.451	8.67E-48	3
Chka	5.26E-49	0.224209501	0.537	0.372	7.51E-45	3
Hspb8	9.73E-61	0.224046163	0.57	0.371	1.39E-56	3
Cd47	5.30E-57	0.223881954	0.749	0.593	7.57E-53	3
Mrps26	7.78E-129	0.223825577	0.43	0.174	1.11E-124	3
Ywhaz	1.50E-46	0.223496185	0.688	0.56	2.14E-42	3
Pir	1.35E-120	0.2227568	0.41	0.167	1.93E-116	3
Acsl1	6.85E-102	0.222340097	0.394	0.172	9.79E-98	3
Sec11a	1.35E-56	0.222030521	0.754	0.599	1.92E-52	3
Tmem160	2.61E-80	0.221776072	0.634	0.387	3.73E-76	3
Rps10	1.30E-81	0.22160422	1	0.997	1.86E-77	3
Rpl36al	5.25E-101	0.221531278	0.999	0.997	7.50E-97	3
Rpl13a	1.20E-52	0.220782316	0.909	0.837	1.71E-48	3
Pecr	7.46E-97	0.220404049	0.499	0.246	1.07E-92	3
Arl6ip4	9.09E-102	0.220351767	0.58	0.305	1.30E-97	3
Slc25a3	3.62E-80	0.220232785	0.97	0.946	5.17E-76	3
Plg	1.65E-60	0.219990092	0.949	0.942	2.36E-56	3
Snrpb	7.88E-67	0.219526661	0.609	0.403	1.13E-62	3
Copg1	5.25E-141	0.219507553	0.357	0.123	7.50E-137	3
Magt1	3.07E-144	0.219372881	0.422	0.157	4.38E-140	3
Rtn3	1.30E-97	0.21904104	0.562	0.298	1.86E-93	3
Cers2	5.61E-52	0.218996292	0.824	0.697	8.02E-48	3
Psmc2	5.27E-73	0.218600209	0.612	0.379	7.54E-69	3
Hacd3	2.12E-139	0.218578628	0.385	0.14	3.03E-135	3
Gspt1	9.25E-78	0.218392955	0.579	0.348	1.32E-73	3
Phf5a	4.23E-83	0.218120595	0.574	0.328	6.05E-79	3
Cfl1	1.64E-65	0.21804269	0.924	0.878	2.34E-61	3
Wdr18	4.73E-121	0.217917279	0.48	0.211	6.76E-117	3
Atf6	3.56E-178	0.217897082	0.273	0.066	5.09E-174	3
Emc10	3.41E-90	0.217830315	0.545	0.296	4.87E-86	3
Tspan4	1.10E-67	0.217593728	0.584	0.373	1.57E-63	3
Bzw1	9.20E-53	0.217362355	0.752	0.614	1.32E-48	3
Gtf2b	1.02E-55	0.21717906	0.656	0.491	1.46E-51	3
Fabp2	4.27E-35	0.217005954	0.482	0.32	6.11E-31	3
Ptges3	5.02E-54	0.216949862	0.63	0.461	7.18E-50	3
Mcrip1	5.10E-98	0.21681996	0.46	0.219	7.28E-94	3
Slc17a9	2.88E-188	0.216624399	0.275	0.064	4.12E-184	3
Rab24	1.12E-90	0.215589182	0.523	0.278	1.61E-86	3
Txnl1	4.81E-57	0.215189983	0.877	0.802	6.87E-53	3
Tuba4a	7.33E-113	0.214657137	0.477	0.213	1.05E-108	3
Lpin2	4.96E-117	0.214650435	0.372	0.146	7.09E-113	3
