source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:BP	negative regulation of cellular protein metabolic process	GO:0032269	0.000609139	3.215283571	1.826008601	1107	802	76	21331	A2ML1,ACTB,AGT,AHSG,AK6,ALAD,AMBP,ANG,ANXA2,BAG1,BST2,CIB1,CPB2,CST3,CSTB,CTSZ,DBI,DDRGK1,DERL2,DNAJC3,EIF2S1,EIF4E2,EIF4EBP1,EIF6,F2,FABP1,FETUB,FH1,FKBP1A,FXYD1,GABARAPL2,GAPDH,GPI1,GPX1,GSTP1,HERPUD1,HRG,HSP90AB1,ISG15,KNG1,KNG2,MAD2L2,MIF,PAIP2,PARK7,PEBP1,PHB,PPIA,PRDX3,PRDX5,RIDA,RPL11,RPS3,RPS7,RTRAF,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLC9A3R1,SLPI,SPINT2,SQSTM1,TMED2,TMEM59,TSPO,VPS28,VTN,XBP1,YBX1
GO:BP	intracellular transport	GO:0046907	2.36899E-05	4.62543701	1.807032313	1413	802	96	21331	0610009B22RIK,AGT,ANXA2,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5J,AUP1,BCAP31,BLOC1S1,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,COPE,CYC1,DERL1,DERL2,EIF5A,EIF6,ERGIC3,ERP29,FIS1,GRPEL1,HERPUD1,HSP90AB1,HSPA8,IFI27,IFT20,KDELR1,KDELR2,LAMTOR1,LMAN2,MAP2K2,MVB12A,NACA,NDUFA13,NPC2,NUDC,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,RAB11A,RAN,RANBP1,REEP6,RHOD,RPL11,SAR1B,SCP2,SEC13,SEC61B,SEC61G,SH3GLB1,SLC9A3R1,SNX3,SPCS1,SPCS2,SRP14,SRP72,STOML2,TFG,TIMM13,TIMM17B,TIMM23,TIMM8A1,TMED10,TMED2,TMEM167,TMEM50A,TOMM22,TRAPPC1,UBB,UQCRC2,VAPA,VPS28,VPS29,VTI1B,XBP1,YIF1A,YWHAQ
GO:BP	ribonucleoside triphosphate biosynthetic process	GO:0009201	0.041140703	1.38572829	4.31306868	74	802	12	21331	ALDOA,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CYC1,NME2,STOML2
GO:BP	regulation of protein catabolic process	GO:0042176	0.04889375	1.310746652	2.194273691	400	802	33	21331	AK6,ALAD,ANXA2,BCAP31,CD81,CLU,CST3,CTSA,DDRGK1,DERL2,GABARAPL2,GPX1,HERPUD1,HSP90AB1,MAD2L2,NDFIP1,NDUFA13,OAZ1,PARK7,PHB,PSMC2,PSMC4,PSME1,PSME2,RBX1,RPL11,RPS7,SNX3,STUB1,SUMO2,UBB,UQCC2,VPS28
GO:BP	regulation of programmed cell death	GO:0043067	0.00019344	3.713453922	1.685627491	1641	802	104	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,ATP6V0C,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CIB1,CIDEB,CLU,CST3,CTSH,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EIF2S1,EIF5A,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GAPDH,GCLM,GFER,GLO1,GPI1,GPX1,GPX4,GRINA,GSTP1,HERPUD1,HMGB1,HRG,HSP90AB1,HSPA8,KRT18,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SH3GLB1,SIGMAR1,SLC25A5,SLC9A3R1,SOD2,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,VDAC2,XBP1,YBX1
GO:BP	macromolecule catabolic process	GO:0009057	0.007197535	2.142816217	1.683370687	1264	802	80	21331	ADRM1,AK6,ALAD,AMBP,ANXA2,AUP1,BCAP31,CD81,CELA1,CLPP,CLU,CST3,CTSA,CTSH,CTSL,CTSZ,DDRGK1,DERL1,DERL2,DNAJC3,FBXO6,GABARAPL2,GPX1,HERPUD1,HMGB1,HSP90AB1,HSPA8,ISG15,MAD2L2,MVB12A,NDFIP1,NDUFA13,NEDD8,OAZ1,PAM16,PARK7,PGLYRP2,PHB,PPP1CA,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,RBX1,RIDA,RPL11,RPS7,SDF2L1,SEC61B,SH3GLB1,SKP1A,SNX3,STUB1,SUMO2,UBA52,UBB,UBE2D3,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,XBP1,YBX1
GO:BP	negative regulation of molecular function	GO:0044092	0.022037446	1.656838735	1.678132887	1157	802	73	21331	1300017J02RIK,A2ML1,ACTB,AES,AGT,AHSG,AMBP,ANGPTL3,ANGPTL8,ANXA2,ANXA4,APCS,APOA1,APOA2,APOC1,BST2,CALM1,CIB1,CST3,CSTB,CTSZ,DAP,DNAJC3,EIF2S1,FABP1,FETUB,FKBP1A,GAPDH,GCHFR,GPI1,GPX1,GSTM7,GSTP1,HERPUD1,HP,HRG,KNG1,KNG2,MAD2L2,NDFIP1,NDFIP2,NR0B2,OAZ1,PAM16,PARK7,PEBP1,PHB2,PLSCR1,PPIA,PRDX2,PRDX3,PRDX5,RNH1,RPL11,RPS7,RTRAF,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLC9A3R1,SLPI,SPINT2,STUB1,TMED2,UGT1A1,VTN
GO:BP	regulation of catalytic activity	GO:0050790	8.12E-07	6.090312585	1.674118118	2256	802	142	21331	1300017J02RIK,A2ML1,ABHD5,ACTB,ADRM1,AGT,AHSG,ALDOB,AMBP,ANG,ANGPTL3,ANGPTL8,ANXA2,APCS,APOA1,APOA2,APOC1,APOH,ARF1,ARF4,ARL1,ARL6IP5,AVPI1,BAG1,BC004004,BCAP31,BCCIP,BST2,CALM1,CCL9,CCS,CD81,CIB1,CIDEB,CLDN3,CLU,CSNK2B,CST3,CSTB,CTSH,CXCL13,CYCS,DAD1,DAP,DBI,DDOST,DDRGK1,DNAJB11,DNAJC3,EEF1A1,ERP29,F2,FABP1,FAM162A,FETUB,FIS1,FKBP1A,GAPDH,GCHFR,GCLM,GDI2,GPI1,GPX1,GRPEL1,GSTP1,HERPUD1,HMGB1,HMGN1,HP,HRG,HSP90AB1,HSPA8,ISCU,JTB,KNG1,KNG2,KRTCAP2,LAMTOR2,LGALS9,MAD2L2,MAP2K2,MIF,MTCH2,NDUFA13,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PEBP1,PERP,PFN1,PHB,PHB2,PLSCR1,PPIA,PRDX2,PRDX3,PRDX5,PRELID1,PSENEN,PSMA3,PSMB8,PSME1,PSME2,RAB4A,RAC1,RANBP1,RAP1A,RASGRP2,RHOA,RHOC,RNH1,RPL11,RPS2,RPS3,RPS7,RTRAF,S100A10,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SH3GLB1,SKP1A,SLC9A3R1,SLPI,SOD2,SPINT2,STUB1,TMED2,UBE2I,UBE2L3,UBE2N,UGT1A1,VTN
GO:BP	regulation of apoptotic process	GO:0042981	0.000572609	3.242141999	1.663357859	1615	802	101	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CIB1,CIDEB,CLU,CTSH,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EIF2S1,EIF5A,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GAPDH,GCLM,GFER,GLO1,GPI1,GPX1,GRINA,GSTP1,HERPUD1,HMGB1,HRG,HSP90AB1,HSPA8,KRT18,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SH3GLB1,SIGMAR1,SLC25A5,SLC9A3R1,SOD2,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,VDAC2,XBP1,YBX1
GO:BP	regulation of cell death	GO:0010941	0.000201826	3.695023202	1.650249028	1789	802	111	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,ATP5G1,ATP6V0C,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CHMP2A,CIB1,CIDEB,CLU,CST3,CTSH,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EEF1A1,EIF2S1,EIF5A,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GAPDH,GCLM,GFER,GLO1,GPI1,GPX1,GPX4,GRINA,GSTP1,HERPUD1,HMGB1,HP,HRG,HSP90AB1,HSPA8,KRT18,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NENF,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SERPINF1,SH3GLB1,SIGMAR1,SLC25A5,SLC6A13,SLC9A3R1,SOD2,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,VDAC2,XBP1,YBX1
GO:BP	positive regulation of catalytic activity	GO:0043085	0.014510195	1.838326752	1.634028364	1351	802	83	21331	ABHD5,ADRM1,AGT,ALDOB,ANG,APOA1,APOA2,APOH,ARF1,ARF4,ARL1,ARL6IP5,AVPI1,BC004004,BCAP31,CALM1,CCL9,CCS,CD81,CIB1,CIDEB,CLDN3,CLU,CTSH,CXCL13,CYCS,DAD1,DAP,DBI,DDOST,DDRGK1,DNAJB11,ERP29,F2,FABP1,FAM162A,FIS1,GCLM,GDI2,GRPEL1,HMGB1,HMGN1,HSP90AB1,HSPA8,ISCU,JTB,KRTCAP2,LAMTOR2,LGALS9,MAP2K2,MIF,MTCH2,NDUFA13,PARK7,PDCD5,PDCD6,PERP,PFN1,PHB,PHB2,PLSCR1,PPIA,PRDX2,PRELID1,PSENEN,PSME1,PSME2,RAB4A,RAC1,RANBP1,RAP1A,RASGRP2,RHOA,RHOC,RPS2,RPS3,S100A10,SH3GLB1,SKP1A,STUB1,UBE2I,UBE2L3,UBE2N
GO:BP	regulation of protein metabolic process	GO:0051246	1.26E-07	6.899598848	1.611108346	2856	802	173	21331	A2ML1,ACTB,ADRM1,AGT,AHSG,AK6,ALAD,AMBP,ANG,ANGPTL8,ANXA2,APCS,APOA1,ARL6IP5,ATP6V0C,AURKAIP1,AVPI1,BAG1,BC004004,BCAP31,BCCIP,BST2,CALM1,CCL9,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CNBP,CNPY2,COA3,CPB2,CSNK2B,CST3,CSTB,CTSA,CTSH,CTSZ,CYCS,DAP,DBI,DDRGK1,DDT,DERL1,DERL2,DGAT2,DNAJC3,EIF1,EIF2S1,EIF3K,EIF4E2,EIF4EBP1,EIF5A,EIF6,ERP29,F2,FABP1,FAM162A,FETUB,FGA,FGB,FGG,FH1,FIS1,FKBP1A,FXYD1,GABARAPL2,GAPDH,GPI1,GPX1,GSTP1,HERPUD1,HMGB1,HPX,HRG,HSP90AB1,HSPA8,ISG15,ITM2B,JTB,KNG1,KNG2,LAMTOR1,LAMTOR2,LGALS9,MAD2L2,MAP2K2,MIF,MTCH2,MYDGF,NDFIP1,NDFIP2,NDUFA13,NEDD8,NENF,OAZ1,PA2G4,PAIP2,PARK7,PCBP1,PDCD5,PDCD6,PEBP1,PEMT,PERP,PHB,PHB2,PPIA,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX5,PRELID1,PSENEN,PSMA3,PSMB8,PSMC2,PSMC4,PSME1,PSME2,RAC1,RAP1A,RARRES2,RBM3,RBX1,RHOA,RIDA,RPL10-PS3,RPL11,RPL26,RPS14,RPS2,RPS3,RPS3A1,RPS4X,RPS7,RTRAF,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SKP1A,SLC9A3R1,SLPI,SNX3,SPINT2,SQSTM1,STUB1,SUMO2,TMED10,TMED2,TMEM59,TSPO,UBB,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,VTN,XBP1,YBX1,ZFP706,ZNHIT1
GO:BP	establishment of protein localization	GO:0045184	0.001089915	2.962607355	1.595835411	1850	802	111	21331	AGT,ANG,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BCAP31,BSG,BTF3,CALM1,CCT5,CCT7,CCT8,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DERL1,DERL2,EIF5A,EIF6,ERP29,FGA,FGB,FGG,FIS1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LMAN2,MIF,MPC2,MTCH2,MTX2,MVB12A,NACA,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RBP4,RHOD,RPL11,SAR1B,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,TSPO,UQCC2,UQCRC2,VPS28,VPS29,VTI1B,XBP1,YIF1A,YWHAQ
GO:BP	protein transport	GO:0015031	0.002379954	2.623431421	1.594924026	1751	802	105	21331	AGT,ANG,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BCAP31,BSG,BTF3,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DERL1,DERL2,EIF5A,EIF6,ERP29,FGA,FGB,FGG,FIS1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LMAN2,MIF,MPC2,MTX2,MVB12A,NACA,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RBP4,RHOD,RPL11,SAR1B,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,UQCC2,UQCRC2,VPS28,VPS29,VTI1B,XBP1,YIF1A,YWHAQ
GO:BP	regulation of cellular protein metabolic process	GO:0032268	2.06304E-06	5.685492643	1.588337668	2696	802	161	21331	A2ML1,ACTB,ADRM1,AGT,AHSG,AK6,ALAD,AMBP,ANG,ANGPTL8,ANXA2,APOA1,ARL6IP5,ATP6V0C,AURKAIP1,AVPI1,BAG1,BC004004,BCAP31,BCCIP,BST2,CALM1,CCL9,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CNBP,COA3,CPB2,CSNK2B,CST3,CSTB,CTSH,CTSZ,CYCS,DAP,DBI,DDRGK1,DDT,DERL1,DERL2,DNAJC3,EIF1,EIF2S1,EIF3K,EIF4E2,EIF4EBP1,EIF5A,EIF6,ERP29,F2,FABP1,FAM162A,FETUB,FGA,FGB,FGG,FH1,FIS1,FKBP1A,FXYD1,GABARAPL2,GAPDH,GPI1,GPX1,GSTP1,HERPUD1,HMGB1,HPX,HRG,HSP90AB1,HSPA8,ISG15,JTB,KNG1,KNG2,LAMTOR1,LAMTOR2,LGALS9,MAD2L2,MAP2K2,MIF,MTCH2,MYDGF,NDFIP1,NDFIP2,NDUFA13,NENF,PA2G4,PAIP2,PARK7,PCBP1,PDCD5,PDCD6,PEBP1,PERP,PHB,PHB2,PPIA,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX5,PRELID1,PSENEN,PSMC2,PSMC4,PSME1,PSME2,RAC1,RAP1A,RARRES2,RBM3,RBX1,RHOA,RIDA,RPL10-PS3,RPL11,RPL26,RPS14,RPS2,RPS3,RPS3A1,RPS4X,RPS7,RTRAF,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SKP1A,SLC9A3R1,SLPI,SPINT2,SQSTM1,STUB1,SUMO2,TMED2,TMEM59,TSPO,UBB,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,VTN,XBP1,YBX1,ZFP706,ZNHIT1
GO:BP	programmed cell death	GO:0012501	0.001375988	2.861385371	1.561431	2010	802	118	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,ATP6V0C,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CIB1,CIDEB,CLU,CST3,CTSH,CTSL,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EIF2S1,EIF5A,EMC4,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GABARAP,GAPDH,GCLM,GFER,GHITM,GLO1,GPI1,GPX1,GPX4,GRINA,GSTP1,HERPUD1,HINT1,HMGB1,HRG,HSP90AB1,HSPA8,IFI27,IFI27L2B,JTB,KDELR1,KRT18,LCN2,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PERP,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SELENOK,SH3GLB1,SIGMAR1,SLC25A5,SLC9A3R1,SOD2,SQSTM1,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,UBE2D3,VDAC2,XBP1,YBX1
GO:BP	peptide transport	GO:0015833	0.005627979	2.249647544	1.561079306	1806	802	106	21331	AGT,ANG,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BCAP31,BSG,BTF3,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DERL1,DERL2,EIF5A,EIF6,ERP29,FGA,FGB,FGG,FIS1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LMAN2,MIF,MPC2,MTX2,MVB12A,NACA,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RBP4,RHOD,RPL11,SAR1B,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SLC9A3R1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,UQCC2,UQCRC2,VPS28,VPS29,VTI1B,XBP1,YIF1A,YWHAQ
GO:BP	apoptotic process	GO:0006915	0.002338149	2.631127728	1.555790711	1966	802	115	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CIB1,CIDEB,CLU,CST3,CTSH,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EIF2S1,EIF5A,EMC4,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GABARAP,GAPDH,GCLM,GFER,GHITM,GLO1,GPI1,GPX1,GRINA,GSTP1,HERPUD1,HINT1,HMGB1,HRG,HSP90AB1,HSPA8,IFI27,IFI27L2B,JTB,KDELR1,KRT18,LCN2,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PERP,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SELENOK,SH3GLB1,SIGMAR1,SLC25A5,SLC9A3R1,SOD2,SQSTM1,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,UBE2D3,VDAC2,XBP1,YBX1
GO:BP	positive regulation of cellular protein metabolic process	GO:0032270	0.030833187	1.510981586	1.548075631	1615	802	94	21331	ADRM1,AGT,ANG,ANGPTL8,ANXA2,ARL6IP5,ATP6V0C,AURKAIP1,AVPI1,BC004004,BCAP31,CALM1,CCL9,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CNBP,COA3,CSNK2B,CTSH,CYCS,DAP,DDRGK1,DDT,DERL1,DNAJC3,EIF5A,EIF6,ERP29,F2,FAM162A,FGA,FGB,FGG,FIS1,FKBP1A,HERPUD1,HMGB1,HPX,HSP90AB1,HSPA8,JTB,LAMTOR1,LAMTOR2,LGALS9,MAD2L2,MAP2K2,MIF,MTCH2,MYDGF,NDFIP1,NDFIP2,NDUFA13,NENF,PARK7,PCBP1,PDCD5,PDCD6,PERP,PHB,PHB2,PPIA,PRDX2,PRELID1,PSENEN,PSMC2,PSMC4,PSME1,PSME2,RAC1,RAP1A,RARRES2,RBM3,RBX1,RHOA,RPL26,RPS2,RPS3,RPS3A1,RPS4X,SKP1A,SQSTM1,STUB1,SUMO2,UBB,UBE2I,UBE2L3,UBE2N,UQCC2,VTN,XBP1
GO:BP	cell death	GO:0008219	0.000917432	3.037425912	1.545781533	2168	802	126	21331	AES,AGT,AK6,AKR1C18,ALB,ALDH2,ANXA5,APOH,ARF4,ARL6IP5,ATOX1,ATP5G1,ATP6V0C,BAG1,BCAP31,C1QBP,CEBPB,CHCHD10,CHMP2A,CIB1,CIDEB,CLU,CST3,CTSH,CTSL,CTSZ,CYCS,DAD1,DAP,DDRGK1,DNAJC3,EEF1A1,EIF2S1,EIF5A,EMC4,ERP29,FABP1,FAM162A,FGA,FGB,FGG,FIS1,GABARAP,GAPDH,GCLM,GFER,GHITM,GLO1,GPI1,GPX1,GPX4,GRINA,GSTP1,HERPUD1,HINT1,HMGB1,HP,HRG,HSP90AB1,HSPA8,IFI27,IFI27L2B,JTB,KDELR1,KRT18,LCN2,LDHA,MIF,MT1,MTCH2,MYDGF,NACA,NDUFA13,NDUFS3,NENF,NME2,P4HB,PA2G4,PAM16,PARK7,PDCD5,PDCD6,PDIA3,PERP,PHB,PHB2,PLSCR1,PPIA,PPP1CA,PRDX2,PRDX3,PRDX5,PRELID1,PROC,PTMA,RHOA,RPL10-PS3,RPL11,RPL26,RPS3,RPS3A1,RPS6,RPS7,SCP2,SDF2L1,SELENOK,SERPINF1,SH3GLB1,SIGMAR1,SLC25A5,SLC6A13,SLC9A3R1,SOD2,SQSTM1,SRA1,TMBIM4,TNFRSF12A,TOMM22,TPT1,TSPO,UBB,UBE2D3,VAPA,VDAC2,XBP1,YBX1
GO:BP	positive regulation of molecular function	GO:0044093	0.021788281	1.661777025	1.536525526	1731	802	100	21331	ABHD5,ADRM1,AGT,ALDOB,ANG,ANXA2,APOA1,APOA2,APOH,ARF1,ARF4,ARL1,ARL6IP5,AVPI1,BC004004,BCAP31,CALM1,CCL9,CCS,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CTSH,CXCL13,CYCS,DAD1,DAP,DBI,DDOST,DDRGK1,DERL1,DNAJB11,EDF1,EIF2S1,ENO1,ERP29,F2,FABP1,FAM162A,FIS1,FKBP1A,GCLM,GDI2,GRPEL1,GSTM7,GTF2B,HMGB1,HMGN1,HSP90AB1,HSPA8,ISCU,JTB,KRTCAP2,LAMTOR2,LGALS9,MAP1LC3B,MAP2K2,MIF,MTCH2,NDUFA13,PARK7,PDCD5,PDCD6,PERP,PFN1,PHB,PHB2,PLSCR1,PON1,PPIA,PRDX2,PRDX3,PRELID1,PSENEN,PSMA6,PSME1,PSME2,RAB4A,RAC1,RAN,RANBP1,RAP1A,RASGRP2,RHOA,RHOC,RPL11,RPS2,RPS3,S100A10,SH3GLB1,SKP1A,STUB1,UBE2I,UBE2L3,UBE2N,UBE2V1,VTN
GO:BP	amide transport	GO:0042886	0.013224719	1.878613538	1.531400992	1841	802	106	21331	AGT,ANG,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BCAP31,BSG,BTF3,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DERL1,DERL2,EIF5A,EIF6,ERP29,FGA,FGB,FGG,FIS1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LMAN2,MIF,MPC2,MTX2,MVB12A,NACA,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RBP4,RHOD,RPL11,SAR1B,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SLC9A3R1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,UQCC2,UQCRC2,VPS28,VPS29,VTI1B,XBP1,YIF1A,YWHAQ
