gene	avg_logFC	p_val_adj	cluster
Lta4h	-0.097744515	4.31E-129	SCT1
Ppp1r7	-0.100181522	5.02E-129	SCT1
Mrpl46	-0.09774314	5.68E-129	SCT1
Scamp5	-0.105410887	6.23E-129	SCT1
Thap7	-0.098142246	6.77E-129	SCT1
Pea15a	-0.110011292	7.01E-129	SCT1
Nudt5	-0.104173742	7.21E-129	SCT1
Dohh	-0.099834842	9.67E-129	SCT1
Hnrnph2	-0.103153073	1.01E-128	SCT1
Chtop	-0.10180572	1.10E-128	SCT1
Cyp4a31	-0.11050446	1.11E-128	SCT1
Mars	-0.097673425	1.16E-128	SCT1
Oxr1	-0.099392487	1.82E-128	SCT1
Aadat	-0.105189299	2.08E-128	SCT1
Akip1	-0.099188365	2.17E-128	SCT1
Il1rn	-0.242819136	2.39E-128	SCT1
Hfe	-0.098513163	2.60E-128	SCT1
Rabggta	-0.098738147	2.60E-128	SCT1
Guk1	-0.225159654	3.03E-128	SCT1
Dhx9	-0.101115541	3.16E-128	SCT1
Lrrc41	-0.101432552	4.12E-128	SCT1
Mboat7	-0.102237032	4.17E-128	SCT1
Pes1	-0.101996225	4.43E-128	SCT1
Apoa1	-0.22217405	4.51E-128	SCT1
Pole4	-0.129374101	4.63E-128	SCT1
Trim27	-0.10267592	4.81E-128	SCT1
Erap1	-0.101111648	5.79E-128	SCT1
Farsa	-0.100440986	5.90E-128	SCT1
Cnih4	-0.084706727	6.51E-128	SCT1
Gne	-0.099954794	7.95E-128	SCT1
Anp32a	-0.225473456	1.06E-127	SCT1
Chpt1	-0.102276607	1.20E-127	SCT1
Emc7	-0.183109025	1.45E-127	SCT1
Tor1aip1	-0.100661262	1.73E-127	SCT1
Atf6	-0.104378582	1.74E-127	SCT1
Ddx47	-0.09649339	1.79E-127	SCT1
Syvn1	-0.101390994	1.84E-127	SCT1
Ftl1-ps1	-0.120899412	1.93E-127	SCT1
Abhd14a	-0.098253769	2.06E-127	SCT1
Eea1	-0.099761042	2.31E-127	SCT1
Frg1	-0.098305177	2.32E-127	SCT1
Dync1i2	-0.100011038	2.47E-127	SCT1
Sin3b	-0.092976057	2.96E-127	SCT1
Ndufa1	0.256096859	3.43E-127	SCT1
Stx8	-0.091375124	3.80E-127	SCT1
Cyfip1	-0.100880888	4.79E-127	SCT1
Mpnd	-0.099619265	5.92E-127	SCT1
Josd2	-0.10133347	6.00E-127	SCT1
Eef2kmt	-0.094992526	7.42E-127	SCT1
1700123O20Rik	-0.129291372	7.63E-127	SCT1
Clic1	-0.097999707	9.24E-127	SCT1
Lgals9	-0.213920774	9.62E-127	SCT1
Car14	-0.103884232	1.05E-126	SCT1
Il13ra1	-0.099449774	1.08E-126	SCT1
Acad11	-0.098810907	1.16E-126	SCT1
Insig1	-0.223138108	1.39E-126	SCT1
Gosr2	-0.094439379	1.59E-126	SCT1
Tmem30a	-0.195954358	1.70E-126	SCT1
Cops5	-0.131981054	2.75E-126	SCT1
Snx3	-0.191934352	2.76E-126	SCT1
Uri1	-0.100250411	3.01E-126	SCT1
C6	-0.11256145	3.38E-126	SCT1
Pdxdc1	-0.099568375	3.92E-126	SCT1
Tmem192	-0.09619021	4.23E-126	SCT1
Fpgs	-0.099111415	4.77E-126	SCT1
Tmem30b	-0.097391955	5.23E-126	SCT1
Emc4	-0.17596781	7.36E-126	SCT1
Rpusd3	-0.101327942	7.91E-126	SCT1
Eif2s3y	-0.105560216	1.12E-125	SCT1
Il17rc	-0.098306839	1.20E-125	SCT1
Phldb2	-0.094490272	1.31E-125	SCT1
Drg2	-0.1006518	1.37E-125	SCT1
Imp4	-0.095156125	1.39E-125	SCT1
Apip	-0.09374596	1.63E-125	SCT1
Ctso	-0.098358832	1.91E-125	SCT1
Med25	-0.098277673	2.04E-125	SCT1
Gstm5	-0.084109105	2.06E-125	SCT1
Rogdi	-0.218905448	2.22E-125	SCT1
Metap1	-0.097417073	2.64E-125	SCT1
Atp2b1	-0.097736986	2.67E-125	SCT1
Rnaseh2a	-0.099164868	2.71E-125	SCT1
Immp2l	-0.131997708	2.96E-125	SCT1
Anapc5	-0.100132913	4.28E-125	SCT1
Ugt2b35	-0.101381159	4.87E-125	SCT1
Hook1	-0.100570775	5.30E-125	SCT1
Rnf4	-0.104120622	5.32E-125	SCT1
Zfp36l1	-0.261953922	5.50E-125	SCT1
Ptprf	-0.094379256	7.05E-125	SCT1
Capn2	-0.097114706	8.40E-125	SCT1
Ubl5	0.263693533	1.07E-124	SCT1
Pls3	-0.100655787	1.32E-124	SCT1
Nus1	-0.098453782	1.32E-124	SCT1
Nifk	-0.097928151	1.33E-124	SCT1
Crtap	-0.094920192	1.36E-124	SCT1
Plpbp	-0.097793408	1.39E-124	SCT1
F8a	-0.099220095	1.45E-124	SCT1
Cyp39a1	-0.098503863	1.64E-124	SCT1
Ugt1a6b	-0.099976103	1.74E-124	SCT1
Actr2	-0.0971523	1.87E-124	SCT1
Cnppd1	-0.099868256	2.10E-124	SCT1
Thoc7	-0.127117237	2.20E-124	SCT1
Eif4b	-0.100194861	2.29E-124	SCT1
Sf3a3	-0.094449875	2.55E-124	SCT1
Srek1ip1	-0.09522324	2.62E-124	SCT1
Insig2	-0.284550283	2.67E-124	SCT1
Rfk	-0.101980178	2.85E-124	SCT1
Polr2g	-0.093224552	2.96E-124	SCT1
Atrx	-0.098450517	3.08E-124	SCT1
Ncor1	-0.095495678	4.44E-124	SCT1
Ptpre	-0.097829095	4.53E-124	SCT1
Nr1i3	-0.101286468	5.03E-124	SCT1
Bmp1	-0.094198843	5.32E-124	SCT1
Rnf10	-0.100191781	5.44E-124	SCT1
Lasp1	-0.096716293	5.53E-124	SCT1
Polr2m	-0.096839253	6.20E-124	SCT1
Clybl	-0.099776301	7.56E-124	SCT1
Gfm1	-0.102318274	9.21E-124	SCT1
Fkbp3	-0.090278332	1.11E-123	SCT1
Cyp2r1	-0.101873008	1.14E-123	SCT1
Socs3	-0.131461293	1.28E-123	SCT1
Aip	-0.090327544	1.30E-123	SCT1
Ptbp3	-0.096947662	1.32E-123	SCT1
Nr0b2	-0.261955455	1.50E-123	SCT1
Wdfy1	-0.096859656	1.61E-123	SCT1
Mocs1	-0.09681571	1.95E-123	SCT1
Polr1c	-0.095205036	2.34E-123	SCT1
AC149090.1	-0.09770943	2.35E-123	SCT1
Mrrf	-0.095163526	2.44E-123	SCT1
1700020I14Rik	-0.097377786	2.66E-123	SCT1
Dtnbp1	-0.09620678	3.84E-123	SCT1
Hhex	-0.098036403	4.12E-123	SCT1
Cebpb	-0.33638376	4.23E-123	SCT1
Rapgef4	-0.098178492	4.88E-123	SCT1
Blcap	-0.099435188	5.24E-123	SCT1
Nr1d1	-0.099182812	5.41E-123	SCT1
Tssc4	-0.102339692	6.66E-123	SCT1
Slc25a23	-0.096700971	7.43E-123	SCT1
Uso1	-0.098004395	7.93E-123	SCT1
Lrp10	-0.096448886	1.08E-122	SCT1
Nsmce2	-0.098547366	1.14E-122	SCT1
Nae1	-0.094880772	1.20E-122	SCT1
Alad	-0.187601039	1.23E-122	SCT1
Lias	-0.101283624	1.31E-122	SCT1
Sec23a	-0.101551984	1.75E-122	SCT1
Rsph3a	-0.098989287	1.91E-122	SCT1
Rps19bp1	-0.086202824	2.11E-122	SCT1
Rsl24d1	-0.096991104	2.32E-122	SCT1
Htatip2	-0.164138828	2.55E-122	SCT1
Idh2	-0.221810096	2.58E-122	SCT1
Cuedc2	-0.096091137	2.65E-122	SCT1
Ech1	-0.216710998	3.50E-122	SCT1
Bub3	-0.093430294	4.50E-122	SCT1
Dnajc2	-0.094685694	4.86E-122	SCT1
Fhit	-0.093250956	5.29E-122	SCT1
Fam92a	-0.093853135	6.39E-122	SCT1
Med19	-0.095576768	6.66E-122	SCT1
Serping1	-0.241027204	7.34E-122	SCT1
Furin	-0.094355814	8.87E-122	SCT1
Cyb561d2	-0.095005406	9.82E-122	SCT1
Gna13	-0.096274634	1.03E-121	SCT1
Gdi1	-0.097283645	1.31E-121	SCT1
Polr2e	-0.11460349	1.31E-121	SCT1
Rcl1	-0.223570448	1.38E-121	SCT1
Ndufv1	-0.207451701	1.66E-121	SCT1
Sema4g	-0.09497043	1.84E-121	SCT1
Cbx1	-0.093966421	1.85E-121	SCT1
Mrps6	-0.131089309	1.86E-121	SCT1
Aldh1a1	-0.10609428	2.13E-121	SCT1
Gapdh	-0.209104256	3.21E-121	SCT1
Eif4g3	-0.095428093	3.26E-121	SCT1
Timmdc1	-0.092806031	3.98E-121	SCT1
Colgalt1	-0.094184489	4.27E-121	SCT1
Pid1	-0.149976898	4.30E-121	SCT1
Rrp36	-0.095928495	5.54E-121	SCT1
Psmd5	-0.096756798	6.97E-121	SCT1
Idh3g	-0.095463851	7.13E-121	SCT1
Ptbp1	-0.093494479	7.46E-121	SCT1
Man1a2	-0.096041851	8.73E-121	SCT1
Sec24d	-0.094088754	1.07E-120	SCT1
Pex11a	-0.092164167	1.16E-120	SCT1
Sult1a1	-0.259253548	1.49E-120	SCT1
1810055G02Rik	-0.097374261	1.50E-120	SCT1
Tm9sf4	-0.094504081	1.61E-120	SCT1
Pklr	-0.10105951	1.62E-120	SCT1
Timm44	-0.096047004	1.63E-120	SCT1
Gba	-0.093826058	1.64E-120	SCT1
Mrps25	-0.090227844	1.64E-120	SCT1
Tra2b	-0.092729767	2.18E-120	SCT1
Rpl8	-0.217499685	2.71E-120	SCT1
Gnai2	-0.095477763	2.76E-120	SCT1
Fopnl	-0.098960651	3.27E-120	SCT1
Gcsh	-0.185998846	4.14E-120	SCT1
Napg	-0.092617255	4.27E-120	SCT1
Gstm6	-0.252460991	4.63E-120	SCT1
Tsc22d1	-0.109803538	4.87E-120	SCT1
Gm8883	-0.090988832	5.52E-120	SCT1
Mphosph10	-0.096803856	6.17E-120	SCT1
Nsun2	-0.097462928	7.24E-120	SCT1
Eif2b1	-0.097157166	8.02E-120	SCT1
Spsb2	-0.095801699	8.55E-120	SCT1
Mpeg1	-0.097784285	9.25E-120	SCT1
Ist1	-0.097037295	1.05E-119	SCT1
Hdac3	-0.094716057	1.13E-119	SCT1
Emc8	-0.090630955	1.42E-119	SCT1
Pnkp	-0.09080168	1.81E-119	SCT1
Ciao1	-0.097039658	2.22E-119	SCT1
Dhrs11	-0.093056943	2.31E-119	SCT1
Sntb1	-0.09533094	2.41E-119	SCT1
Tmem230	-0.098439103	2.78E-119	SCT1
Camk1d	-0.094060781	3.36E-119	SCT1
Lsm8	-0.089548359	3.44E-119	SCT1
Foxa3	-0.234991611	3.88E-119	SCT1
Atp6v0e	-0.181948924	3.90E-119	SCT1
Wdr55	-0.091250485	4.08E-119	SCT1
Tax1bp3	-0.09247911	4.59E-119	SCT1
Psmf1	-0.089575503	4.62E-119	SCT1
Akr1c13	-0.163973109	5.18E-119	SCT1
Ptrh2	-0.083554909	5.67E-119	SCT1
Rpf1	-0.094601456	9.21E-119	SCT1
Ppa2	-0.159251979	9.87E-119	SCT1
Mfsd4b1	-0.095489123	1.05E-118	SCT1
Lrrfip1	-0.097410847	1.20E-118	SCT1
Vdac3	-0.194523904	1.20E-118	SCT1
Secisbp2	-0.095140685	1.29E-118	SCT1
Palld	-0.093975616	1.59E-118	SCT1
Cfdp1	-0.13059797	1.65E-118	SCT1
Fam207a	-0.09184209	1.78E-118	SCT1
Aldh7a1	-0.212395343	2.08E-118	SCT1
Cyp51	-0.228353067	2.12E-118	SCT1
Plscr2	-0.100105186	2.27E-118	SCT1
Ndufaf7	-0.09271244	2.27E-118	SCT1
Atg3	-0.164137831	2.35E-118	SCT1
Fnbp1l	-0.093400451	3.05E-118	SCT1
Ntan1	-0.090430478	3.92E-118	SCT1
Cdc42	-0.188468004	4.10E-118	SCT1
Actr1b	-0.091384546	4.51E-118	SCT1
Pithd1	-0.097979995	4.94E-118	SCT1
Npm3	-0.08971275	4.97E-118	SCT1
Pnrc2	-0.095681324	5.16E-118	SCT1
Sec24a	-0.094502859	5.30E-118	SCT1
Idnk	-0.10706773	5.67E-118	SCT1
Irf2bp2	-0.089963981	7.34E-118	SCT1
Slc17a4	-0.097660143	8.94E-118	SCT1
Fkbp1a	-0.197150101	9.25E-118	SCT1
Bag3	-0.095201568	1.23E-117	SCT1
Smarcb1	-0.087519315	1.57E-117	SCT1
Sdhaf3	-0.088528769	1.71E-117	SCT1
Ccnd1	-0.113752027	2.12E-117	SCT1
Arl3	-0.091710395	2.70E-117	SCT1
Ggh	-0.093558608	2.79E-117	SCT1
Hbs1l	-0.097095935	3.75E-117	SCT1
Cul4a	-0.095060992	4.60E-117	SCT1
Dcun1d1	-0.090757765	5.41E-117	SCT1
Washc3	-0.079876318	5.70E-117	SCT1
Txndc5	-0.216270671	6.23E-117	SCT1
Nucb2	-0.117133581	7.20E-117	SCT1
Anks4b	-0.091707203	7.23E-117	SCT1
Gimap9	-0.0876508	7.69E-117	SCT1
Brap	-0.088762398	9.00E-117	SCT1
Srd5a3	-0.092050174	9.64E-117	SCT1
Mmab	-0.088624498	1.02E-116	SCT1
Setd6	-0.093516757	1.12E-116	SCT1
Kyat1	-0.30279325	1.22E-116	SCT1
Tusc2	-0.088628279	1.49E-116	SCT1
Tmem115	-0.090006777	1.67E-116	SCT1
Rps18	0.230259991	1.81E-116	SCT1
Slc30a7	-0.093842727	1.83E-116	SCT1
Sat2	-0.09289244	1.84E-116	SCT1
Ndel1	-0.092272735	1.85E-116	SCT1
Elp5	-0.090821513	2.09E-116	SCT1
Zbtb20	-0.090388442	2.26E-116	SCT1
Gdap2	-0.098388664	2.75E-116	SCT1
Dst	-0.095174958	3.17E-116	SCT1
Tmem39a	-0.089723308	3.48E-116	SCT1
Dnajc12	-0.095718417	3.54E-116	SCT1
Upf3a	-0.094398991	3.57E-116	SCT1
Clcn3	-0.091171113	3.71E-116	SCT1
Fam53a	-0.09163659	4.22E-116	SCT1
Txndc15	-0.176699544	4.37E-116	SCT1
Sh3bp5	-0.089752138	4.78E-116	SCT1
Ndufa9	-0.106684127	5.56E-116	SCT1
Eapp	-0.088704813	5.59E-116	SCT1
BC029722	-0.095899083	5.85E-116	SCT1
Ypel5	-0.097502276	6.27E-116	SCT1
Eno1	-0.294120295	6.33E-116	SCT1
Rnf113a2	-0.090227945	1.23E-115	SCT1
Rnf121	-0.088008909	1.41E-115	SCT1
Apoo	-0.087878298	1.47E-115	SCT1
Pccb	-0.091898691	1.49E-115	SCT1
Fyttd1	-0.093077569	2.03E-115	SCT1
Tradd	-0.089157407	2.03E-115	SCT1
Gm42031	-0.117304512	2.64E-115	SCT1
Hist1h1c	-0.101604571	3.19E-115	SCT1
5-Mar	-0.205679629	3.43E-115	SCT1
Rpl31	0.25367895	3.84E-115	SCT1
Azin1	-0.093638273	3.92E-115	SCT1
Afg3l1	-0.092072388	4.04E-115	SCT1
Fam234a	-0.088582796	4.25E-115	SCT1
Tbl1x	-0.090075857	4.35E-115	SCT1
Ebna1bp2	-0.089635707	4.59E-115	SCT1
Pja2	-0.091805597	4.76E-115	SCT1
Ppp1r14b	-0.087236685	5.20E-115	SCT1
Slc6a12	-0.088823949	6.12E-115	SCT1
4930453N24Rik	-0.09042248	6.50E-115	SCT1
Mrpl41	-0.074394167	6.78E-115	SCT1
Nip7	-0.089411242	6.99E-115	SCT1
Elovl6	-0.094347563	7.05E-115	SCT1
Trip6	-0.088783791	7.71E-115	SCT1
Trib1	-0.093331127	8.09E-115	SCT1
Rnaset2b	-0.122687403	9.97E-115	SCT1
Them6	-0.091796652	1.54E-114	SCT1
Cdk10	-0.090239508	1.55E-114	SCT1
Uqcrb	0.181115733	1.62E-114	SCT1
Rsrp1	-0.090547128	1.68E-114	SCT1
Actg1	-0.314751656	4.20E-114	SCT1
Bet1	-0.111976553	4.70E-114	SCT1
Eif4a2	-0.091815322	5.40E-114	SCT1
Ddx3x	-0.089626848	6.88E-114	SCT1
Ddx6	-0.090367212	7.08E-114	SCT1
Tmem59	-0.164528428	7.22E-114	SCT1
Impdh2	-0.090202418	8.37E-114	SCT1
Mafg	-0.091774231	8.58E-114	SCT1
Prdx6	-0.211981221	1.27E-113	SCT1
Irf1	-0.109793826	1.74E-113	SCT1
Borcs6	-0.087127327	2.09E-113	SCT1
Acp2	-0.087199154	2.86E-113	SCT1
Rnasek	-0.090909464	2.90E-113	SCT1
Fxr1	-0.088262749	3.09E-113	SCT1
Abhd6	-0.092887185	3.42E-113	SCT1
Endog	-0.117889999	4.09E-113	SCT1
Pdrg1	-0.087251999	4.54E-113	SCT1
Tubg1	-0.092451854	5.92E-113	SCT1
Fundc1	-0.089560665	6.88E-113	SCT1
Plaa	-0.091042566	7.98E-113	SCT1
Tmem41a	-0.0884394	8.18E-113	SCT1
Psmg3	-0.087211929	8.90E-113	SCT1
Creb3l2	-0.090070496	9.14E-113	SCT1
Tmem55a	-0.093816971	1.23E-112	SCT1
Gaa	-0.08729475	1.37E-112	SCT1
Cyp4f14	-0.214424057	1.46E-112	SCT1
Mta3	-0.091230271	1.60E-112	SCT1
Epb41	-0.093352209	1.63E-112	SCT1
2310033P09Rik	-0.086608447	1.73E-112	SCT1
Tmed1	-0.088240381	1.78E-112	SCT1
Hsd17b6	-0.202784315	2.00E-112	SCT1
Zfyve19	-0.086008269	2.13E-112	SCT1
Nosip	-0.088016636	2.27E-112	SCT1
Maip1	-0.085961437	3.06E-112	SCT1
Sdhb	-0.192516748	3.25E-112	SCT1
Ssrp1	-0.090136888	3.94E-112	SCT1
Timm22	-0.082299739	5.67E-112	SCT1
Ica1	-0.096815723	5.89E-112	SCT1
Colec12	-0.087767981	6.21E-112	SCT1
Echs1	-0.163016654	6.38E-112	SCT1
Dbi	0.150234394	7.51E-112	SCT1
Rsph3b	-0.091255772	7.72E-112	SCT1
Cep85	-0.093383943	9.39E-112	SCT1
Hprt	-0.157494959	1.10E-111	SCT1
Cds2	-0.09055523	1.28E-111	SCT1
Prps1l3	-0.087660947	1.39E-111	SCT1
Ccser2	-0.088902208	1.40E-111	SCT1
Cpne8	-0.086170222	1.59E-111	SCT1
Parp3	-0.08854722	1.61E-111	SCT1
Triap1	-0.08535777	1.64E-111	SCT1
Dhdds	-0.088666671	1.64E-111	SCT1
Stard3	-0.086906131	1.65E-111	SCT1
Apmap	-0.086499335	1.74E-111	SCT1
Ift27	-0.081206119	1.83E-111	SCT1
Brcc3	-0.080587582	2.11E-111	SCT1
Timm23	-0.203613023	2.15E-111	SCT1
Mmp14	-0.087299918	2.82E-111	SCT1
Chd4	-0.089195931	4.21E-111	SCT1
Serhl	-0.088109099	4.72E-111	SCT1
Cpsf3	-0.090152565	5.07E-111	SCT1
Mrpl3	-0.085165077	6.46E-111	SCT1
Ube2d1	-0.090341755	7.59E-111	SCT1
Atl2	-0.089735567	7.90E-111	SCT1
Mapk9	-0.093258192	8.65E-111	SCT1
Srsf6	-0.087550409	9.03E-111	SCT1
Hpcal1	-0.086901888	1.02E-110	SCT1
Huwe1	-0.091032241	1.04E-110	SCT1
Selenow	-0.227012367	1.16E-110	SCT1
Rassf7	-0.085569939	1.54E-110	SCT1
Sdhaf2	-0.08496819	1.58E-110	SCT1
Sirt7	-0.084740893	1.61E-110	SCT1
Prpf6	-0.087388803	1.83E-110	SCT1
Cdadc1	-0.083916037	2.21E-110	SCT1
Arl5a	-0.085332311	2.29E-110	SCT1
Cks2	-0.09307135	2.54E-110	SCT1
Leprot	-0.087934239	2.66E-110	SCT1
Rnf139	-0.086008747	2.68E-110	SCT1
Stbd1	-0.090593677	2.68E-110	SCT1
Igbp1	-0.084610017	2.70E-110	SCT1
D1Ertd622e	-0.084935839	2.89E-110	SCT1
Cript	-0.075876578	3.06E-110	SCT1
mt-Nd2	-0.336047139	3.27E-110	SCT1
Eif3g	-0.111257548	4.03E-110	SCT1
Tgds	-0.085644245	4.41E-110	SCT1
Ubxn8	-0.083940783	4.49E-110	SCT1
Usp10	-0.086186653	4.77E-110	SCT1
Nmd3	-0.088514329	5.85E-110	SCT1
Ikbkb	-0.078954328	5.86E-110	SCT1
Commd6	-0.097383306	7.27E-110	SCT1
Anxa5	-0.342355921	8.06E-110	SCT1
Pim3	-0.092932474	8.31E-110	SCT1
Xiap	-0.093029206	1.02E-109	SCT1
Yipf2	-0.088749226	1.14E-109	SCT1
Rnpepl1	-0.087308202	1.17E-109	SCT1
Usp9x	-0.088153274	1.65E-109	SCT1
Slc17a2	-0.089338319	1.69E-109	SCT1
Snrnp48	-0.086109444	2.04E-109	SCT1
Erp44	-0.190251776	2.63E-109	SCT1
Sfpq	-0.087184495	2.65E-109	SCT1
Asb8	-0.089364205	2.93E-109	SCT1
Ube2i	-0.107002019	3.38E-109	SCT1
Rtf1	-0.085954381	3.41E-109	SCT1
Sdhaf4	-0.112095901	3.64E-109	SCT1
Ubxn1	-0.203181595	4.32E-109	SCT1
Exoc3	-0.083212995	4.91E-109	SCT1
Ndufa4	0.184086165	5.21E-109	SCT1
Tspan7	-0.08712636	5.90E-109	SCT1
Atxn7l3b	-0.163986083	6.06E-109	SCT1
Mff	-0.079541853	6.27E-109	SCT1
H2-Q6	-0.087179276	6.42E-109	SCT1
Chchd5	-0.065155735	7.46E-109	SCT1
Ube2j1	-0.078891646	7.56E-109	SCT1
Eif3f	-0.204591152	7.73E-109	SCT1
Tulp4	-0.084189689	8.14E-109	SCT1
Glyat	-0.22518852	8.22E-109	SCT1
Commd1	-0.065850394	8.98E-109	SCT1
Parp2	-0.087680255	9.75E-109	SCT1
Exoc7	-0.087905013	1.09E-108	SCT1
Zfand1	-0.088060022	1.09E-108	SCT1
Prrg2	-0.086878884	1.92E-108	SCT1
Pex3	-0.087781387	2.07E-108	SCT1
Rnaseh2c	-0.0682267	2.67E-108	SCT1
Snrnp27	-0.081706114	3.10E-108	SCT1
Pstk	-0.082157311	3.17E-108	SCT1
Commd9	-0.086784583	3.72E-108	SCT1
Rfc1	-0.086245949	4.03E-108	SCT1
Rrp15	-0.087743477	4.16E-108	SCT1
Stub1	-0.183896565	4.24E-108	SCT1
Ctsc	-0.098402893	4.29E-108	SCT1
Cpped1	-0.087823167	4.91E-108	SCT1
Polr2d	-0.086247692	5.23E-108	SCT1
Zdhhc9	-0.084031721	5.65E-108	SCT1
Sft2d1	-0.176298152	6.63E-108	SCT1
Zfp326	-0.086719346	6.65E-108	SCT1
Ppp1cb	-0.08627312	6.90E-108	SCT1
Ctu2	-0.084091648	6.99E-108	SCT1
Smoc2	-0.092404575	7.05E-108	SCT1
Ier2	-0.619600608	8.16E-108	SCT1
Atp5h	0.223579021	8.87E-108	SCT1
Atp6v1e1	-0.173898429	1.11E-107	SCT1
Cutal	-0.111622218	1.53E-107	SCT1
Mindy3	-0.085728105	1.54E-107	SCT1
Gpbp1	-0.086245553	1.73E-107	SCT1
Ier5	-0.093094081	2.02E-107	SCT1
Prkra	-0.091491996	2.72E-107	SCT1
Ccar1	-0.085961874	3.09E-107	SCT1
Golga5	-0.086016553	3.10E-107	SCT1
Mycbp	-0.076508086	3.34E-107	SCT1
Phgdh	-0.09957661	3.71E-107	SCT1
Zfp91	-0.085848408	3.91E-107	SCT1
Sh2d3c	-0.081501843	4.55E-107	SCT1
mt-Nd1	-0.368562963	5.12E-107	SCT1
Atf1	-0.083851197	5.51E-107	SCT1
Ero1l	-0.087475125	6.02E-107	SCT1
Nsdhl	-0.197956559	6.15E-107	SCT1
Hnrnpc	-0.086020943	6.40E-107	SCT1
Tmem220	-0.082000577	6.83E-107	SCT1
Arl1	-0.179326964	7.48E-107	SCT1
Pdzd11	-0.114762935	7.59E-107	SCT1
3110043O21Rik	-0.086458354	1.08E-106	SCT1
Letm1	-0.083508237	1.39E-106	SCT1
Pigyl	-0.110609014	1.48E-106	SCT1
Jmjd8	-0.084865872	1.51E-106	SCT1
D10Wsu102e	-0.089162846	1.63E-106	SCT1
Usp1	-0.085927311	1.65E-106	SCT1
Gmppa	-0.087503929	1.67E-106	SCT1
Golga4	-0.085862189	1.72E-106	SCT1
Prpf4b	-0.083926979	1.88E-106	SCT1
Puf60	-0.160878681	2.04E-106	SCT1
Slc30a6	-0.083558655	2.07E-106	SCT1
Akirin1	-0.086756532	2.48E-106	SCT1
Rab34	-0.086270779	2.73E-106	SCT1
Ppp2r5a	-0.085096646	3.07E-106	SCT1
Cat	-0.292592299	3.82E-106	SCT1
Vps28	-0.159013778	4.39E-106	SCT1
Flad1	-0.08261333	4.98E-106	SCT1
Chuk	-0.08399571	5.37E-106	SCT1
Cyp2c50	-0.140333479	5.42E-106	SCT1
Cyp17a1	-0.106452693	5.73E-106	SCT1
Rbm28	-0.081723386	7.27E-106	SCT1
Xdh	-0.087519641	7.45E-106	SCT1
Larp1b	-0.084747171	7.51E-106	SCT1
Phlda3	-0.122268976	7.90E-106	SCT1
Pbdc1	-0.077692247	8.58E-106	SCT1
Mospd2	-0.085538095	8.81E-106	SCT1
Apool	-0.084617632	8.88E-106	SCT1
Spint2	-0.203605918	9.67E-106	SCT1
Npc2	-0.186016205	1.00E-105	SCT1
Trmt6	-0.085631488	1.02E-105	SCT1
Ube2m	-0.083373259	1.13E-105	SCT1
Sgf29	-0.084508907	1.21E-105	SCT1
Sh3gl1	-0.082931769	1.32E-105	SCT1
Abhd12	-0.083890845	1.50E-105	SCT1
Dhrs7b	-0.078638963	1.64E-105	SCT1
Rnf14	-0.083397002	1.73E-105	SCT1
Vegfa	-0.083774179	1.99E-105	SCT1
Ces1g	-0.149659806	2.24E-105	SCT1
Cars	-0.086511545	2.95E-105	SCT1
Pcbd2	-0.104817803	3.33E-105	SCT1
Timm17a	-0.105426684	3.39E-105	SCT1
Mettl27	-0.085630096	4.11E-105	SCT1
Supt16	-0.083552057	4.72E-105	SCT1
Wsb1	-0.084155849	5.07E-105	SCT1
Ddx3y	-0.084515448	5.48E-105	SCT1
Mug2	-0.276798258	5.49E-105	SCT1
Acp1	-0.16635991	5.85E-105	SCT1
Rac1	-0.177212986	6.06E-105	SCT1
Rhoc	-0.207792457	6.54E-105	SCT1
Rack1	-0.190521023	6.93E-105	SCT1
Cdc34	-0.081803578	8.14E-105	SCT1
Inmt	-0.09977556	9.08E-105	SCT1
Nmrk1	-0.088193697	9.18E-105	SCT1
Pgm2	-0.222805813	9.37E-105	SCT1
Tuba8	-0.083221166	1.04E-104	SCT1
Mgmt	-0.092138012	1.04E-104	SCT1
Rtca	-0.081840365	1.05E-104	SCT1
Dpagt1	-0.083847705	1.12E-104	SCT1
Dtd1	-0.081454733	1.24E-104	SCT1
2010111I01Rik	-0.083484489	1.24E-104	SCT1
1190007I07Rik	-0.067146717	1.27E-104	SCT1
Exosc1	-0.081989415	1.33E-104	SCT1
Gm19950	-0.087988197	1.54E-104	SCT1
Thumpd1	-0.085047415	1.89E-104	SCT1
Map3k2	-0.084100497	1.91E-104	SCT1
Dbnl	-0.083308293	2.07E-104	SCT1
Psmc5	-0.199677138	2.32E-104	SCT1
Ghitm	-0.198874959	2.59E-104	SCT1
Clmp	-0.08470611	2.82E-104	SCT1
Lsm2	-0.108549162	3.14E-104	SCT1
Lrrc42	-0.083308554	3.97E-104	SCT1
5830473C10Rik	-0.099243074	4.02E-104	SCT1
Dda1	-0.080778799	4.60E-104	SCT1
Gtf2e2	-0.081755105	5.60E-104	SCT1
Ptges2	-0.080634579	5.80E-104	SCT1
Pank2	-0.08607622	6.74E-104	SCT1
Xpa	-0.077333736	8.72E-104	SCT1
Nisch	-0.08040952	8.73E-104	SCT1
Glyr1	-0.084137582	9.00E-104	SCT1
Capzb	-0.166784132	9.71E-104	SCT1
Rnf166	-0.081697054	1.18E-103	SCT1
Tspan31	-0.171366037	1.30E-103	SCT1
Mgrn1	-0.081772143	1.35E-103	SCT1
Arsg	-0.083522673	1.40E-103	SCT1
